LOC,LOC_TOUCHED,AVC,ALA,ACSS,AGE,AOC,NFIX,FIX,WMC,DIT,CBO,RFC,LCOM,NF,ENTROPY,NSMELLS,NR,NAUTH,CHURN,MAX_CHURN,Bugginess
36,0,0.0,0.0,0.0,33,33,1,0,9,1,12,9,0,0,0.0,0,1,1,89,89,0
17,0,0.0,0.0,0.0,33,33,1,0,3,2,6,6,1,0,0.0,0,1,1,56,56,0
25,0,0.0,0.0,0.0,33,33,1,0,7,2,8,10,10,0,0.0,0,1,1,69,69,0
5,0,0.0,0.0,0.0,33,33,1,0,0,1,0,0,0,0,0.0,0,1,1,40,40,0
1,0,0.0,0.0,0.0,33,33,1,0,0,1,0,0,0,0,0.0,0,1,1,26,26,0
9,0,0.0,0.0,0.0,33,33,1,0,7,1,2,0,21,0,0.0,0,1,1,40,40,0
12,0,0.0,0.0,0.0,33,33,1,0,2,1,10,8,0,0,0.0,0,1,1,65,65,0
9,0,0.0,0.0,0.0,33,31,1,0,2,2,3,3,0,0,0.0,0,2,2,43,37,0
1,0,0.0,0.0,0.0,33,33,1,0,0,1,0,0,0,0,0.0,0,1,1,28,28,0
25,0,0.0,0.0,0.0,33,33,1,0,7,2,8,10,10,0,0.0,0,1,1,66,66,0
14,0,0.0,0.0,0.0,33,33,1,0,5,1,3,4,4,0,0.0,0,1,1,50,50,0
23,0,0.0,0.0,0.0,33,33,1,0,5,3,8,4,8,0,0.0,0,1,1,67,67,0
5,0,0.0,0.0,0.0,33,33,1,0,1,1,1,0,0,0,0.0,0,1,1,43,43,0
35,0,0.0,0.0,0.0,33,14,1,0,12,3,2,2,49,0,0.0,0,2,2,86,82,0
10,0,0.0,0.0,0.0,33,18,2,0,8,1,3,0,28,0,0.0,0,2,1,43,41,0
38,0,0.0,0.0,0.0,33,33,1,0,9,2,10,16,4,0,0.0,0,1,1,88,88,0
37,0,0.0,0.0,0.0,33,33,1,0,10,3,2,5,0,0,0.0,0,1,1,75,75,0
6,0,0.0,0.0,0.0,40,40,1,0,4,1,1,0,6,0,0.0,0,1,1,32,32,0
8,0,0.0,0.0,0.0,31,25,2,0,2,2,1,5,0,0,0.0,0,2,2,35,33,0
44,0,0.0,0.0,0.0,40,40,1,0,9,1,13,17,4,0,0.0,0,1,1,115,115,0
5,0,0.0,0.0,0.0,40,40,1,0,1,2,2,0,0,0,0.0,0,1,1,35,35,0
16,0,0.0,0.0,0.0,40,38,2,0,4,3,8,2,1,0,0.0,0,2,2,59,55,0
17,0,0.0,0.0,0.0,40,40,1,0,3,2,8,7,1,0,0.0,0,1,1,66,66,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
33,0,0.0,0.0,0.0,40,40,1,0,11,2,11,4,0,0,0.0,0,1,1,91,91,0
42,0,0.0,0.0,0.0,40,40,1,0,11,1,2,4,23,0,0.0,0,1,1,89,89,1
6,0,0.0,0.0,0.0,40,40,1,0,4,1,2,0,6,0,0.0,0,1,1,34,34,0
9,0,0.0,0.0,0.0,40,40,1,0,1,2,5,5,0,0,0.0,0,1,1,41,41,0
17,0,0.0,0.0,0.0,40,40,1,0,4,3,5,2,0,0,0.0,0,1,1,64,64,0
30,0,0.0,0.0,0.0,40,30,2,0,9,2,8,12,21,0,0.0,0,2,2,92,73,0
6,0,0.0,0.0,0.0,40,40,1,0,1,3,0,0,0,0,0.0,0,1,1,42,42,0
77,0,0.0,0.0,0.0,40,20,3,0,5,3,14,14,3,0,0.0,0,3,3,160,154,1
8,0,0.0,0.0,0.0,40,40,1,0,2,1,0,0,0,0,0.0,0,1,1,37,37,0
4,0,0.0,0.0,0.0,40,40,1,0,1,2,2,0,0,0,0.0,0,1,1,28,28,0
5,0,0.0,0.0,0.0,40,40,1,0,1,2,2,1,0,0,0.0,0,1,1,31,31,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,35,35,0
8,0,0.0,0.0,0.0,40,40,1,0,2,2,2,0,1,0,0.0,0,1,1,33,33,0
5,0,0.0,0.0,0.0,40,40,1,0,3,1,0,0,3,0,0.0,0,1,1,31,31,0
9,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
21,0,0.0,0.0,0.0,40,28,2,0,7,2,4,7,1,0,0.0,0,2,2,56,54,0
6,0,0.0,0.0,0.0,40,40,1,0,4,1,3,0,6,0,0.0,0,1,1,59,59,0
9,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
31,0,0.0,0.0,0.0,40,30,2,0,7,2,5,6,10,0,0.0,0,2,2,116,92,0
52,0,0.0,0.0,0.0,40,40,1,0,9,2,14,16,0,0,0.0,0,1,1,143,143,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
16,0,0.0,0.0,0.0,40,38,2,0,4,3,8,2,1,0,0.0,0,2,2,59,55,0
35,0,0.0,0.0,0.0,40,20,2,0,1,2,16,6,0,0,0.0,0,2,2,106,100,1
29,0,0.0,0.0,0.0,40,40,1,0,6,2,7,12,1,0,0.0,0,1,1,71,71,1
10,0,0.0,0.0,0.0,40,30,3,0,1,3,5,10,0,0,0.0,0,3,2,60,41,0
87,0,0.0,0.0,0.0,40,8,1,0,15,1,21,25,0,0,0.0,0,2,1,311,221,0
12,0,0.0,0.0,0.0,40,40,1,0,3,2,4,4,1,0,0.0,0,1,1,43,43,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,26,26,0
17,0,0.0,0.0,0.0,40,25,2,0,6,1,6,0,15,0,0.0,0,2,2,71,64,0
44,0,0.0,0.0,0.0,40,40,1,0,12,2,2,3,6,0,0.0,0,1,1,87,87,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
3,0,0.0,0.0,0.0,40,40,1,0,1,1,2,0,0,0,0.0,0,1,1,40,40,0
22,0,0.0,0.0,0.0,40,40,1,0,3,2,4,1,3,0,0.0,0,1,1,67,67,0
9,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
11,0,0.0,0.0,0.0,40,40,1,0,3,2,4,1,1,0,0.0,0,1,1,39,39,0
15,0,0.0,0.0,0.0,40,40,1,0,4,1,3,1,0,0,0.0,0,1,1,45,45,0
8,0,0.0,0.0,0.0,40,40,1,0,2,3,2,0,1,0,0.0,0,1,1,34,34,0
39,0,0.0,0.0,0.0,40,30,3,0,11,2,6,6,45,0,0.0,0,3,2,139,102,0
14,0,0.0,0.0,0.0,40,40,1,0,3,1,2,2,1,0,0.0,0,1,1,40,40,0
24,0,0.0,0.0,0.0,40,40,1,0,10,2,6,2,26,0,0.0,0,1,1,68,68,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
11,0,0.0,0.0,0.0,40,40,1,0,6,1,0,0,1,0,0.0,0,1,1,43,43,0
16,0,0.0,0.0,0.0,40,38,2,0,4,3,8,2,1,0,0.0,0,2,2,59,55,0
25,0,0.0,0.0,0.0,40,40,1,0,7,2,8,10,10,0,0.0,0,1,1,69,69,0
44,0,0.0,0.0,0.0,40,8,1,0,10,1,14,13,0,0,0.0,0,2,1,131,107,0
26,0,0.0,0.0,0.0,40,40,1,0,8,2,7,12,10,0,0.0,0,1,1,68,68,0
21,0,0.0,0.0,0.0,40,40,1,0,3,1,4,8,1,0,0.0,0,1,1,59,59,0
25,0,0.0,0.0,0.0,40,40,1,0,7,2,8,10,10,0,0.0,0,1,1,68,68,0
6,0,0.0,0.0,0.0,40,40,1,0,4,1,2,0,6,0,0.0,0,1,1,34,34,0
25,0,0.0,0.0,0.0,40,28,1,0,12,2,12,15,15,0,0.0,0,2,1,94,88,0
23,0,0.0,0.0,0.0,40,30,3,0,7,2,4,5,21,0,0.0,0,3,2,118,64,0
7,0,0.0,0.0,0.0,40,40,1,0,1,3,3,2,0,0,0.0,0,1,1,32,32,0
27,0,0.0,0.0,0.0,40,40,1,0,6,2,7,15,1,0,0.0,0,1,1,63,63,1
4,0,0.0,0.0,0.0,40,40,1,0,3,1,0,0,0,0,0.0,0,1,1,42,42,0
14,0,0.0,0.0,0.0,40,40,1,0,2,2,6,3,0,0,0.0,0,1,1,54,54,1
29,0,0.0,0.0,0.0,40,40,1,0,8,1,5,6,0,0,0.0,0,1,1,66,66,1
12,0,0.0,0.0,0.0,40,40,1,0,4,2,1,0,0,0,0.0,0,1,1,41,41,0
13,0,0.0,0.0,0.0,40,40,1,0,3,1,3,2,1,0,0.0,0,1,1,43,43,0
17,0,0.0,0.0,0.0,40,8,3,0,5,2,6,5,10,0,0.0,0,4,2,80,54,0
9,0,0.0,0.0,0.0,40,28,1,0,2,1,3,0,0,0,0.0,0,2,1,52,39,0
30,0,0.0,0.0,0.0,40,21,2,0,7,2,10,13,1,0,0.0,0,2,1,76,72,1
11,0,0.0,0.0,0.0,40,8,3,0,3,2,5,5,3,0,0.0,0,3,2,56,44,1
18,0,0.0,0.0,0.0,40,8,2,0,3,2,11,6,0,0,0.0,0,2,1,100,84,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
9,0,0.0,0.0,0.0,40,40,1,0,1,3,5,5,0,0,0.0,0,1,1,41,41,0
3,0,0.0,0.0,0.0,13,13,1,0,1,1,0,0,0,0,0.0,0,1,1,24,24,0
31,0,0.0,0.0,0.0,40,30,2,0,7,2,4,6,10,0,0.0,0,2,2,84,68,0
72,0,0.0,0.0,0.0,40,40,1,0,20,1,9,0,6,0,0.0,0,1,1,121,121,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
12,0,0.0,0.0,0.0,40,30,2,0,2,2,3,5,0,0,0.0,0,2,2,54,48,0
28,0,0.0,0.0,0.0,40,20,1,0,8,4,1,1,24,0,0.0,0,2,2,68,66,0
35,0,0.0,0.0,0.0,40,40,1,0,8,2,12,17,10,0,0.0,0,1,1,94,94,0
4,0,0.0,0.0,0.0,40,40,1,0,2,1,2,0,1,0,0.0,0,1,1,47,47,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,31,31,0
15,0,0.0,0.0,0.0,40,40,1,0,4,2,6,7,6,0,0.0,0,1,1,52,52,0
9,0,0.0,0.0,0.0,40,40,1,0,2,2,2,0,1,0,0.0,0,1,1,39,39,0
8,0,0.0,0.0,0.0,40,30,2,0,2,2,4,4,1,0,0.0,0,2,2,51,37,0
19,0,0.0,0.0,0.0,40,40,1,0,4,1,8,3,4,0,0.0,0,1,1,71,71,0
32,0,0.0,0.0,0.0,40,40,1,0,7,1,9,7,4,0,0.0,0,1,1,90,90,0
12,0,0.0,0.0,0.0,40,40,1,0,4,2,5,7,6,0,0.0,0,1,1,48,48,0
3,0,0.0,0.0,0.0,40,40,1,0,1,1,1,0,0,0,0.0,0,1,1,27,27,0
6,0,0.0,0.0,0.0,40,40,1,0,1,3,2,0,0,0,0.0,0,1,1,33,33,0
14,0,0.0,0.0,0.0,40,40,1,0,2,1,3,4,1,0,0.0,0,1,1,45,45,0
34,0,0.0,0.0,0.0,40,20,1,0,8,2,3,7,0,0,0.0,0,2,2,75,73,0
37,0,0.0,0.0,0.0,40,40,1,0,8,2,12,18,10,0,0.0,0,1,1,102,102,0
36,0,0.0,0.0,0.0,40,40,1,0,9,2,9,15,15,0,0.0,0,1,1,86,86,0
26,0,0.0,0.0,0.0,40,40,1,0,1,3,9,6,0,0,0.0,0,1,1,70,70,0
51,0,0.0,0.0,0.0,40,40,1,0,16,3,3,7,21,0,0.0,0,1,1,98,98,0
7,0,0.0,0.0,0.0,40,33,2,0,1,2,3,6,0,0,0.0,0,2,1,43,35,0
9,0,0.0,0.0,0.0,40,40,1,0,7,1,3,0,21,0,0.0,0,1,1,41,41,0
13,0,0.0,0.0,0.0,40,40,1,0,5,2,5,2,1,0,0.0,0,1,1,53,53,0
10,0,0.0,0.0,0.0,40,40,1,0,2,3,1,0,0,0,0.0,0,1,1,34,34,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
5,0,0.0,0.0,0.0,40,40,1,0,1,2,1,0,0,0,0.0,0,1,1,29,29,0
6,0,0.0,0.0,0.0,40,40,1,0,1,2,1,0,0,0,0.0,0,1,1,30,30,0
20,0,0.0,0.0,0.0,40,40,1,0,3,3,9,0,0,0,0.0,0,1,1,66,66,1
26,0,0.0,0.0,0.0,40,40,1,0,5,2,7,11,1,0,0.0,0,1,1,63,63,1
11,0,0.0,0.0,0.0,40,40,1,0,7,2,5,10,0,0,0.0,0,1,1,82,82,0
38,0,0.0,0.0,0.0,40,38,2,0,8,2,11,13,10,0,0.0,0,2,1,98,93,1
17,0,0.0,0.0,0.0,40,30,2,0,5,2,4,5,10,0,0.0,0,2,2,82,66,0
92,0,0.0,0.0,0.0,40,40,1,0,20,2,7,17,0,0,0.0,0,1,1,158,158,0
33,0,0.0,0.0,0.0,40,28,2,0,10,2,7,14,21,0,0.0,0,2,1,89,85,0
38,0,0.0,0.0,0.0,40,40,1,0,12,2,8,16,28,0,0.0,0,1,1,100,100,0
30,0,0.0,0.0,0.0,40,40,1,0,7,1,6,13,1,0,0.0,0,1,1,67,67,0
104,0,0.0,0.0,0.0,40,20,2,0,31,3,15,9,226,0,0.0,0,3,3,230,196,0
9,0,0.0,0.0,0.0,40,40,1,0,1,2,6,3,0,0,0.0,0,1,1,42,42,0
14,0,0.0,0.0,0.0,40,40,1,0,3,2,6,4,1,0,0.0,0,1,1,48,48,0
83,0,0.0,0.0,0.0,40,20,1,0,21,3,3,9,44,0,0.0,0,2,2,144,140,0
25,0,0.0,0.0,0.0,40,40,1,0,6,2,7,8,1,0,0.0,0,1,1,61,61,1
32,0,0.0,0.0,0.0,40,40,1,0,14,2,10,10,28,0,0.0,0,1,1,86,86,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,27,27,0
6,0,0.0,0.0,0.0,40,40,1,0,4,1,2,0,6,0,0.0,0,1,1,34,34,0
21,0,0.0,0.0,0.0,40,29,2,0,4,2,12,4,0,0,0.0,0,3,2,89,75,0
15,0,0.0,0.0,0.0,40,40,1,0,4,2,7,7,6,0,0.0,0,1,1,56,56,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,3,0,10,0,0.0,0,1,1,37,37,0
10,0,0.0,0.0,0.0,40,40,1,0,8,1,7,0,28,0,0.0,0,1,1,45,45,1
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,28,28,0
37,0,0.0,0.0,0.0,40,40,1,0,8,2,12,18,10,0,0.0,0,1,1,101,101,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,29,29,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
12,0,0.0,0.0,0.0,40,40,1,0,3,2,1,0,1,0,0.0,0,1,1,45,45,1
33,0,0.0,0.0,0.0,40,11,2,0,9,1,10,23,0,0,0.0,0,2,2,89,82,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,27,27,0
4,0,0.0,0.0,0.0,40,40,1,0,1,2,2,0,0,0,0.0,0,1,1,28,28,0
49,0,0.0,0.0,0.0,40,25,2,0,14,2,13,25,36,0,0.0,0,2,1,135,109,0
5,0,0.0,0.0,0.0,40,40,1,0,2,3,2,0,1,0,0.0,0,1,1,28,28,0
9,0,0.0,0.0,0.0,40,40,1,0,2,2,2,0,1,0,0.0,0,1,1,37,37,0
10,0,0.0,0.0,0.0,40,40,1,0,8,1,4,0,28,0,0.0,0,1,1,44,44,0
33,0,0.0,0.0,0.0,40,40,1,0,9,2,7,10,10,0,0.0,0,1,1,75,75,0
13,0,0.0,0.0,0.0,40,40,1,0,3,3,2,2,1,0,0.0,0,1,1,40,40,0
8,0,0.0,0.0,0.0,40,40,1,0,6,1,3,0,15,0,0.0,0,1,1,39,39,0
8,0,0.0,0.0,0.0,40,25,2,0,6,1,5,0,15,0,0.0,0,2,2,103,92,0
25,0,0.0,0.0,0.0,40,13,2,0,4,1,6,13,0,0,0.0,0,2,1,73,66,0
7,0,0.0,0.0,0.0,40,40,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
18,0,0.0,0.0,0.0,40,40,1,0,3,2,5,1,3,0,0.0,0,1,1,50,50,1
49,6,0.0,3.0,10.0,40,2,2,1,18,2,10,18,78,10,0.0,0,3,2,108,99,0
36,0,0.0,0.0,0.0,40,40,1,0,9,1,12,9,0,0,0.0,0,1,1,89,89,0
17,0,0.0,0.0,0.0,40,40,1,0,3,2,6,6,1,0,0.0,0,1,1,56,56,0
25,0,0.0,0.0,0.0,40,40,1,0,7,2,8,10,10,0,0.0,0,1,1,69,69,0
5,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,40,40,0
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,26,26,0
9,0,0.0,0.0,0.0,40,40,1,0,7,1,2,0,21,0,0.0,0,1,1,40,40,0
12,0,0.0,0.0,0.0,40,40,1,0,2,1,10,8,0,0,0.0,0,1,1,65,65,0
9,0,0.0,0.0,0.0,40,37,1,0,2,2,3,3,0,0,0.0,0,2,2,43,37,1
1,0,0.0,0.0,0.0,40,40,1,0,0,1,0,0,0,0,0.0,0,1,1,28,28,0
25,0,0.0,0.0,0.0,40,40,1,0,7,2,8,10,10,0,0.0,0,1,1,66,66,0
14,0,0.0,0.0,0.0,40,40,1,0,5,1,3,4,4,0,0.0,0,1,1,50,50,0
23,0,0.0,0.0,0.0,40,40,1,0,5,3,8,4,8,0,0.0,0,1,1,67,67,1
5,0,0.0,0.0,0.0,40,40,1,0,1,1,1,0,0,0,0.0,0,1,1,43,43,0
35,0,0.0,0.0,0.0,40,20,1,0,12,3,2,2,49,0,0.0,0,2,2,86,82,0
10,0,0.0,0.0,0.0,40,25,2,0,8,1,3,0,28,0,0.0,0,2,1,43,41,0
38,0,0.0,0.0,0.0,40,40,1,0,9,2,10,16,4,0,0.0,0,1,1,88,88,0
37,0,0.0,0.0,0.0,40,40,1,0,10,3,2,5,0,0,0.0,0,1,1,75,75,0
6,0,0.0,0.0,0.0,45,45,1,0,4,1,1,0,6,0,0.0,0,1,1,32,32,0
8,0,0.0,0.0,0.0,36,30,2,0,2,2,1,5,0,0,0.0,0,2,2,35,33,0
44,0,0.0,0.0,0.0,45,45,1,0,9,1,13,17,4,0,0.0,0,1,1,115,115,0
5,0,0.0,0.0,0.0,45,45,1,0,1,2,2,0,0,0,0.0,0,1,1,35,35,0
16,0,0.0,0.0,0.0,45,43,2,0,4,3,8,2,1,0,0.0,0,2,2,59,55,0
17,0,0.0,0.0,0.0,45,45,1,0,3,2,8,7,1,0,0.0,0,1,1,66,66,0
7,0,0.0,0.0,0.0,45,45,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
33,0,0.0,0.0,0.0,45,45,1,0,11,2,11,4,0,0,0.0,0,1,1,91,91,0
42,2,-2.0,0.0,10.0,45,4,2,1,11,1,2,4,23,10,0.0,0,2,1,91,89,0
6,0,0.0,0.0,0.0,45,45,1,0,4,1,2,0,6,0,0.0,0,1,1,34,34,0
9,0,0.0,0.0,0.0,45,45,1,0,1,2,5,5,0,0,0.0,0,1,1,41,41,0
17,0,0.0,0.0,0.0,45,45,1,0,4,3,5,2,0,0,0.0,0,1,1,64,64,0
30,0,0.0,0.0,0.0,45,35,2,0,9,2,8,12,21,0,0.0,0,2,2,92,73,0
6,0,0.0,0.0,0.0,45,45,1,0,1,3,0,0,0,0,0.0,0,1,1,42,42,0
79,59,1.5,15.5,48.5,45,0,4,1,5,3,14,15,3,92,0.9831,0,5,3,219,154,1
8,0,0.0,0.0,0.0,45,45,1,0,2,1,0,0,0,0,0.0,0,1,1,37,37,0
4,0,0.0,0.0,0.0,45,45,1,0,1,2,2,0,0,0,0.0,0,1,1,28,28,0
5,0,0.0,0.0,0.0,45,45,1,0,1,2,2,1,0,0,0.0,0,1,1,31,31,0
1,0,0.0,0.0,0.0,45,45,1,0,0,1,0,0,0,0,0.0,0,1,1,35,35,0
8,0,0.0,0.0,0.0,45,45,1,0,2,2,2,0,1,0,0.0,0,1,1,33,33,0
5,0,0.0,0.0,0.0,45,45,1,0,3,1,0,0,3,0,0.0,0,1,1,31,31,0
9,0,0.0,0.0,0.0,45,45,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
21,0,0.0,0.0,0.0,45,33,2,0,7,2,4,7,1,0,0.0,0,2,2,56,54,0
6,0,0.0,0.0,0.0,45,45,1,0,4,1,3,0,6,0,0.0,0,1,1,59,59,0
9,0,0.0,0.0,0.0,45,45,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
31,0,0.0,0.0,0.0,45,35,2,0,7,2,5,6,10,0,0.0,0,2,2,116,92,0
52,0,0.0,0.0,0.0,45,45,1,0,9,2,14,16,0,0,0.0,0,1,1,143,143,0
7,0,0.0,0.0,0.0,45,45,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
16,0,0.0,0.0,0.0,45,43,2,0,4,3,8,2,1,0,0.0,0,2,2,59,55,0
32,73,-4.5,16.0,50.0,45,0,2,0,1,2,14,6,0,92,0.883,0,4,2,179,100,1
29,0,0.0,0.0,0.0,45,45,1,0,6,2,7,12,1,0,0.0,0,1,1,71,71,1
10,0,0.0,0.0,0.0,45,35,3,0,1,3,5,10,0,0,0.0,0,3,2,60,41,0
87,0,0.0,0.0,0.0,45,13,1,0,15,1,21,25,0,0,0.0,0,2,1,311,221,0
12,0,0.0,0.0,0.0,45,45,1,0,3,2,4,4,1,0,0.0,0,1,1,43,43,0
1,0,0.0,0.0,0.0,45,45,1,0,0,1,0,0,0,0,0.0,0,1,1,26,26,0
17,0,0.0,0.0,0.0,45,30,2,0,6,1,6,0,15,0,0.0,0,2,2,71,64,0
44,0,0.0,0.0,0.0,45,45,1,0,12,2,2,3,6,0,0.0,0,1,1,87,87,0
7,0,0.0,0.0,0.0,45,45,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
3,0,0.0,0.0,0.0,45,45,1,0,1,1,2,0,0,0,0.0,0,1,1,40,40,0
22,0,0.0,0.0,0.0,45,45,1,0,3,2,4,1,3,0,0.0,0,1,1,67,67,0
9,0,0.0,0.0,0.0,45,45,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
11,0,0.0,0.0,0.0,45,45,1,0,3,2,4,1,1,0,0.0,0,1,1,39,39,0
15,0,0.0,0.0,0.0,45,45,1,0,4,1,3,1,0,0,0.0,0,1,1,45,45,0
8,0,0.0,0.0,0.0,45,45,1,0,2,3,2,0,1,0,0.0,0,1,1,34,34,0
39,0,0.0,0.0,0.0,45,35,3,0,11,2,6,6,45,0,0.0,0,3,2,139,102,0
14,0,0.0,0.0,0.0,45,45,1,0,3,1,2,2,1,0,0.0,0,1,1,40,40,0
24,0,0.0,0.0,0.0,45,45,1,0,10,2,6,2,26,0,0.0,0,1,1,68,68,0
29,69,69.0,69.0,92.0,1,1,0,0,7,2,8,5,0,92,0.0,0,1,1,69,69,0
7,0,0.0,0.0,0.0,45,45,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
11,0,0.0,0.0,0.0,45,45,1,0,6,1,0,0,1,0,0.0,0,1,1,43,43,1
16,0,0.0,0.0,0.0,45,43,2,0,4,3,8,2,1,0,0.0,0,2,2,59,55,0
25,0,0.0,0.0,0.0,45,45,1,0,7,2,8,10,10,0,0.0,0,1,1,69,69,0
44,0,0.0,0.0,0.0,45,13,1,0,10,1,14,13,0,0,0.0,0,2,1,131,107,0
26,0,0.0,0.0,0.0,45,45,1,0,8,2,7,12,10,0,0.0,0,1,1,68,68,0
21,0,0.0,0.0,0.0,45,45,1,0,3,1,4,8,1,0,0.0,0,1,1,59,59,0
25,0,0.0,0.0,0.0,45,45,1,0,7,2,8,10,10,0,0.0,0,1,1,68,68,0
6,0,0.0,0.0,0.0,45,45,1,0,4,1,2,0,6,0,0.0,0,1,1,34,34,0
25,0,0.0,0.0,0.0,45,33,1,0,12,2,12,15,15,0,0.0,0,2,1,94,88,0
23,0,0.0,0.0,0.0,45,35,3,0,7,2,4,5,21,0,0.0,0,3,2,118,64,0
20,54,54.0,54.0,92.0,1,1,0,0,5,2,7,4,0,92,0.0,0,1,1,54,54,0
7,0,0.0,0.0,0.0,45,45,1,0,1,3,3,2,0,0,0.0,0,1,1,32,32,0
27,0,0.0,0.0,0.0,45,45,1,0,6,2,7,15,1,0,0.0,0,1,1,63,63,1
4,0,0.0,0.0,0.0,45,45,1,0,3,1,0,0,0,0,0.0,0,1,1,42,42,0
14,2,0.0,1.0,92.0,45,1,1,0,2,2,6,3,0,92,0.0,0,2,1,56,54,0
29,0,0.0,0.0,0.0,45,45,1,0,8,1,5,6,0,0,0.0,0,1,1,66,66,1
12,0,0.0,0.0,0.0,45,45,1,0,4,2,1,0,0,0,0.0,0,1,1,41,41,0
13,0,0.0,0.0,0.0,45,45,1,0,3,1,3,2,1,0,0.0,0,1,1,43,43,0
17,0,0.0,0.0,0.0,45,13,3,0,5,2,6,5,10,0,0.0,0,4,2,80,54,0
9,0,0.0,0.0,0.0,45,33,1,0,2,1,3,0,0,0,0.0,0,2,1,52,39,0
30,0,0.0,0.0,0.0,45,26,2,0,7,2,10,13,1,0,0.0,0,2,1,76,72,1
11,0,0.0,0.0,0.0,45,13,3,0,3,2,5,5,3,0,0.0,0,3,2,56,44,0
18,0,0.0,0.0,0.0,45,13,2,0,3,2,11,6,0,0,0.0,0,2,1,100,84,0
7,0,0.0,0.0,0.0,45,45,1,0,5,1,4,0,10,0,0.0,0,1,1,38,38,0
9,0,0.0,0.0,0.0,45,45,1,0,1,3,5,5,0,0,0.0,0,1,1,41,41,0
3,0,0.0,0.0,0.0,18,18,1,0,1,1,0,0,0,0,0.0,0,1,1,24,24,0
67,138,138.0,138.0,13.0,2,2,1,1,9,2,11,14,10,13,0.0,0,1,1,138,138,1
31,0,0.0,0.0,0.0,45,35,2,0,7,2,4,6,10,0,0.0,0,2,2,84,68,0
72,0,0.0,0.0,0.0,45,45,1,0,20,1,9,0,6,0,0.0,0,1,1,121,121,0
7,0,0.0,0.0,0.0,45,45,1,0,5,1,2,0,10,0,0.0,0,1,1,36,36,0
12,0,0.0,0.0,0.0,45,35,2,0,2,2,3,5,0,0,0.0,0,2,2,54,48,0
28,0,0.0,0.0,0.0,45,25,1,0,8,4,1,1,24,0,0.0,0,2,2,68,66,0
35,0,0.0,0.0,0.0,45,45,1,0,8,2,12,17,10,0,0.0,0,1,1,94,94,0
4,0,0.0,0.0,0.0,45,45,1,0,2,1,2,0,1,0,0.0,0,1,1,47,47,0
1,0,0.0,0.0,0.0,45,45,1,0,0,1,0,0,0,0,0.0,0,1,1,31,31,0
15,0,0.0,0.0,0.0,45,45,1,0,4,2,6,7,6,0,0.0,0,1,1,52,52,0
9,0,0.0,0.0,0.0,45,45,1,0,2,2,2,0,1,0,0.0,0,1,1,39,39,0
8,0,0.0,0.0,0.0,45,35,2,0,2,2,4,4,1,0,0.0,0,2,2,51,37,0
19,0,0.0,0.0,0.0,45,45,1,0,4,1,8,3,4,0,0.0,0,1,1,71,71,0
32,0,0.0,0.0,0.0,45,45,1,0,7,1,9,7,4,0,0.0,0,1,1,90,90,0
12,0,0.0,0.0,0.0,45,45,1,0,4,2,5,7,6,0,0.0,0,1,1,48,48,0
