LOC,LOC_TOUCHED,AVC,ALA,ACSS,AGE,AOC,NFIX,FIX,WMC,DIT,CBO,RFC,LCOM,NF,ENTROPY,NSMELLS,NR,NAUTH,CHURN,MAX_CHURN,Bugginess
48,0,0.0,0.0,0.0,33,33,1,0,19,1,16,24,0,0,0.0,0,1,1,123,123,0
17,0,0.0,0.0,0.0,33,33,1,0,4,2,3,3,0,0,0.0,0,1,1,46,46,0
95,0,0.0,0.0,0.0,33,20,4,0,21,2,8,24,55,0,0.0,0,4,2,237,180,0
33,0,0.0,0.0,0.0,33,33,1,0,4,3,6,7,1,0,0.0,0,1,1,77,77,0
19,0,0.0,0.0,0.0,33,13,2,0,2,5,10,8,0,0,0.0,0,2,1,63,59,0
385,0,0.0,0.0,0.0,33,31,2,0,92,2,12,87,0,0,0.0,0,5,3,699,382,0
9,0,0.0,0.0,0.0,33,33,1,0,2,2,1,0,0,0,0.0,0,1,1,34,34,0
197,0,0.0,0.0,0.0,33,13,2,0,15,3,25,16,1,0,0.0,0,3,2,354,348,0
350,0,0.0,0.0,0.0,33,13,5,0,6,6,31,20,4,0,0.0,0,5,4,600,576,0
184,0,0.0,0.0,0.0,33,33,1,0,44,2,18,57,11,0,0.0,0,1,1,310,310,0
25,0,0.0,0.0,0.0,33,33,1,0,6,3,3,0,2,0,0.0,0,1,1,62,62,0
58,0,0.0,0.0,0.0,33,13,2,0,2,4,12,7,0,0,0.0,0,2,2,123,119,0
49,0,0.0,0.0,0.0,33,33,1,0,12,3,4,0,40,0,0.0,0,1,1,112,112,0
54,0,0.0,0.0,0.0,33,13,2,0,1,3,12,1,0,0,0.0,0,2,2,120,114,0
27,0,0.0,0.0,0.0,40,25,2,0,10,2,7,6,0,0,0.0,0,2,1,98,86,0
17,0,0.0,0.0,0.0,40,40,1,0,4,2,1,0,2,0,0.0,0,1,1,46,46,0
62,0,0.0,0.0,0.0,40,20,3,0,2,3,16,4,0,0,0.0,0,3,3,171,165,1
58,0,0.0,0.0,0.0,40,13,3,0,18,1,10,17,0,0,0.0,0,4,3,192,123,0
108,32,0.0,16.0,15.0,40,0,3,1,20,2,31,30,0,15,0.0,0,3,2,319,244,1
107,0,0.0,0.0,0.0,40,25,3,0,22,1,9,34,31,0,0.0,0,3,2,338,200,0
23,0,0.0,0.0,0.0,40,38,2,0,6,3,6,2,2,0,0.0,0,2,2,69,59,0
228,0,0.0,0.0,0.0,40,40,1,0,43,2,35,44,0,0,0.0,0,1,1,461,461,0
2,0,0.0,0.0,0.0,40,40,1,0,0,3,3,0,0,0,0.0,0,1,1,28,28,0
58,11,1.0,6.0,10.0,40,2,2,1,25,2,14,31,0,10,0.0,0,2,1,146,135,1
335,49,33.0,41.0,12.0,40,1,6,1,104,3,31,71,1259,12,0.0,0,7,3,692,544,1
12,0,0.0,0.0,0.0,40,40,1,0,3,3,7,0,1,0,0.0,0,1,1,50,50,0
149,0,0.0,0.0,0.0,40,20,2,0,1,2,24,15,0,0,0.0,0,3,3,345,282,1
77,0,0.0,0.0,0.0,40,40,1,0,22,2,2,2,170,0,0.0,0,1,1,133,133,0
85,0,0.0,0.0,0.0,40,40,1,0,24,3,2,0,170,0,0.0,0,1,1,175,175,0
60,0,0.0,0.0,0.0,40,38,2,0,19,1,2,6,57,0,0.0,0,2,2,152,110,0
401,0,0.0,0.0,0.0,40,20,4,0,3,6,35,18,0,0,0.0,0,4,3,761,711,1
79,0,0.0,0.0,0.0,40,40,1,0,27,2,10,17,47,0,0.0,0,1,1,145,145,0
9,0,0.0,0.0,0.0,40,30,2,0,1,2,5,2,0,0,0.0,0,2,2,47,45,0
21,0,0.0,0.0,0.0,40,40,1,0,7,2,8,2,6,0,0.0,0,1,1,65,65,0
80,10,0.0,5.0,10.0,40,2,3,1,19,2,12,14,105,10,0.0,0,4,2,218,189,1
54,0,0.0,0.0,0.0,40,40,1,0,9,2,15,15,0,0,0.0,0,1,1,144,144,1
17,0,0.0,0.0,0.0,40,40,1,0,4,2,4,0,2,0,0.0,0,1,1,52,52,0
43,0,0.0,0.0,0.0,40,37,1,0,5,4,6,7,3,0,0.0,0,2,2,96,94,1
413,14,2.0,8.0,10.0,40,2,5,1,84,2,36,113,188,10,0.0,0,5,2,777,650,1
276,0,0.0,0.0,0.0,40,40,1,0,3,5,24,14,0,0,0.0,0,1,1,506,506,1
130,0,0.0,0.0,0.0,40,20,1,0,37,4,6,18,344,0,0.0,0,2,2,215,213,0
268,0,0.0,0.0,0.0,40,40,1,0,3,6,25,14,0,0,0.0,0,1,1,483,483,1
26,0,0.0,0.0,0.0,40,40,1,0,7,1,1,0,15,0,0.0,0,1,1,59,59,0
34,0,0.0,0.0,0.0,40,40,1,0,12,1,10,9,0,0,0.0,0,1,1,92,92,0
3,0,0.0,0.0,0.0,40,40,1,0,0,3,3,0,0,0,0.0,0,1,1,31,31,0
33,0,0.0,0.0,0.0,40,40,1,0,13,1,1,2,2,0,0.0,0,1,1,72,72,0
130,0,0.0,0.0,0.0,40,20,3,0,4,2,18,14,1,0,0.0,0,3,3,301,263,1
105,0,0.0,0.0,0.0,40,8,3,0,12,2,24,21,24,0,0.0,0,4,2,241,221,0
25,0,0.0,0.0,0.0,40,40,1,0,7,1,1,3,2,0,0.0,0,1,1,99,99,1
111,0,0.0,0.0,0.0,40,40,1,0,1,3,15,4,0,0,0.0,0,1,1,211,211,1
128,0,0.0,0.0,0.0,40,38,1,0,36,2,2,6,402,0,0.0,0,2,2,271,211,0
52,0,0.0,0.0,0.0,40,20,1,0,14,2,12,6,43,0,0.0,0,2,2,116,114,0
117,0,0.0,0.0,0.0,40,20,3,0,1,2,21,12,0,0,0.0,0,4,4,277,234,1
127,0,0.0,0.0,0.0,40,12,2,0,30,2,17,45,1,0,0.0,0,2,1,257,232,0
13,0,0.0,0.0,0.0,40,12,2,0,3,1,6,3,1,0,0.0,0,2,1,200,119,0
89,4,0.0,2.0,4.0,40,2,2,1,1,3,17,12,0,4,0.0,0,2,2,198,194,0
10,0,0.0,0.0,0.0,40,40,1,0,3,3,2,0,1,0,0.0,0,1,1,40,40,0
10,0,0.0,0.0,0.0,40,40,1,0,3,3,2,0,1,0,0.0,0,1,1,40,40,0
95,0,0.0,0.0,0.0,40,38,1,0,15,2,20,33,0,0,0.0,0,2,2,229,223,0
23,0,0.0,0.0,0.0,40,38,2,0,6,3,6,2,2,0,0.0,0,2,2,69,59,0
230,31,4.5,10.0,1.5,40,1,6,2,74,1,30,74,26,2,0.9629,0,8,4,492,404,1
135,0,0.0,0.0,0.0,40,20,2,0,1,2,24,15,0,0,0.0,0,3,3,296,262,1
8,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,1,0,0.0,0,1,1,31,31,0
3,0,0.0,0.0,0.0,40,40,1,0,0,3,4,0,0,0,0.0,0,1,1,32,32,0
17,0,0.0,0.0,0.0,40,40,1,0,4,3,4,0,2,0,0.0,0,1,1,51,51,0
55,0,0.0,0.0,0.0,40,40,1,0,7,5,7,10,6,0,0.0,0,1,1,111,111,0
110,0,0.0,0.0,0.0,40,38,2,0,26,2,14,33,89,0,0.0,0,2,1,256,186,1
62,0,0.0,0.0,0.0,40,20,1,0,17,1,2,24,21,0,0.0,0,2,2,139,135,1
59,0,0.0,0.0,0.0,40,40,1,0,18,1,5,7,48,0,0.0,0,1,1,131,131,0
75,0,0.0,0.0,0.0,40,8,4,0,24,2,10,16,105,0,0.0,0,5,3,232,157,0
101,0,0.0,0.0,0.0,40,26,2,0,5,3,22,26,1,0,0.0,0,2,2,253,219,0
37,0,0.0,0.0,0.0,40,25,2,0,1,1,0,0,0,0,0.0,0,2,1,98,96,0
27,0,0.0,0.0,0.0,40,38,2,0,7,4,9,2,6,0,0.0,0,2,2,78,69,0
52,0,0.0,0.0,0.0,40,40,1,0,9,2,15,15,0,0,0.0,0,1,1,144,144,1
20,0,0.0,0.0,0.0,40,38,2,0,7,1,3,7,3,0,0.0,0,2,2,85,54,0
49,0,0.0,0.0,0.0,40,40,1,0,15,2,5,15,8,0,0.0,0,1,1,96,96,1
66,0,0.0,0.0,0.0,40,25,4,0,18,3,12,6,100,0,0.0,0,4,2,144,122,0
89,0,0.0,0.0,0.0,40,40,1,0,27,2,4,3,260,0,0.0,0,1,1,153,153,0
99,0,0.0,0.0,0.0,40,40,1,0,33,1,11,30,0,0,0.0,0,1,1,213,213,0
138,0,0.0,0.0,0.0,40,40,1,0,37,2,5,2,586,0,0.0,0,1,1,235,235,0
10,0,0.0,0.0,0.0,40,40,1,0,3,3,2,0,1,0,0.0,0,1,1,40,40,0
30,0,0.0,0.0,0.0,40,40,1,0,1,1,0,0,0,0,0.0,0,1,1,244,244,0
56,0,0.0,0.0,0.0,40,20,2,0,4,4,14,7,1,0,0.0,0,2,2,121,119,1
63,0,0.0,0.0,0.0,40,34,2,0,17,2,2,1,91,0,0.0,0,2,2,107,97,0
53,0,0.0,0.0,0.0,40,40,1,0,4,4,14,7,1,0,0.0,0,1,1,114,114,1
3,0,0.0,0.0,0.0,40,40,1,0,0,3,3,0,0,0,0.0,0,1,1,31,31,0
46,0,0.0,0.0,0.0,40,19,2,0,2,5,14,9,0,0,0.0,0,2,1,116,112,1
124,0,0.0,0.0,0.0,40,20,1,0,36,1,12,17,192,0,0.0,0,2,2,209,205,0
89,6,0.0,3.0,4.0,40,2,2,1,1,3,16,9,0,4,0.0,0,2,2,201,195,0
237,24,10.0,17.0,2.0,40,0,4,1,56,2,27,76,55,2,0.0,0,6,3,489,411,1
10,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,0,0,0.0,0,1,1,33,33,0
3,0,0.0,0.0,0.0,40,40,1,0,0,1,2,1,0,0,0.0,0,1,1,31,31,1
82,0,0.0,0.0,0.0,40,20,3,0,23,2,12,11,120,0,0.0,0,4,3,255,178,1
98,0,0.0,0.0,0.0,40,25,2,0,33,2,3,5,244,0,0.0,0,2,2,169,141,0
108,0,0.0,0.0,0.0,40,40,1,0,22,2,23,18,0,0,0.0,0,1,1,264,264,0
25,0,0.0,0.0,0.0,40,40,1,0,6,2,10,2,11,0,0.0,0,1,1,75,75,0
57,0,0.0,0.0,0.0,40,20,1,0,16,2,15,5,72,0,0.0,0,2,2,134,132,0
37,0,0.0,0.0,0.0,40,13,2,0,13,1,10,11,58,0,0.0,0,2,1,122,110,1
396,335,26.75,55.25,5.25,40,0,7,4,99,1,31,72,0,15,1.3712,0,8,3,964,566,0
34,0,0.0,0.0,0.0,40,20,1,0,6,4,9,12,10,0,0.0,0,2,2,81,79,1
83,0,0.0,0.0,0.0,40,20,2,0,1,2,14,4,0,0,0.0,0,2,2,178,176,1
36,0,0.0,0.0,0.0,40,40,1,0,10,1,2,1,0,0,0.0,0,1,1,65,65,0
11,0,0.0,0.0,0.0,40,40,1,0,4,1,0,1,0,0,0.0,0,1,1,69,69,1
128,0,0.0,0.0,0.0,40,30,2,0,30,2,7,12,153,0,0.0,0,2,2,378,300,0
122,0,0.0,0.0,0.0,40,20,2,0,30,1,2,13,0,0,0.0,0,3,2,306,282,0
70,0,0.0,0.0,0.0,40,25,3,0,16,2,32,19,15,0,0.0,0,3,2,214,175,0
288,0,0.0,0.0,0.0,40,40,1,0,76,1,28,1,0,0,0.0,0,1,1,401,401,0
38,0,0.0,0.0,0.0,40,40,1,0,8,2,12,12,1,0,0.0,0,1,1,79,79,1
41,0,0.0,0.0,0.0,40,40,1,0,4,2,10,12,0,0,0.0,0,1,1,107,107,0
79,0,0.0,0.0,0.0,40,40,1,0,20,1,3,25,5,0,0.0,0,1,1,178,178,0
298,0,0.0,0.0,0.0,40,20,1,0,62,2,30,84,114,0,0.0,0,3,3,552,532,1
37,0,0.0,0.0,0.0,40,40,1,0,14,2,2,3,8,0,0.0,0,1,1,111,111,0
32,0,0.0,0.0,0.0,40,40,1,0,10,2,6,8,28,0,0.0,0,1,1,104,104,0
3,0,0.0,0.0,0.0,40,40,1,0,0,3,2,0,0,0,0.0,0,1,1,29,29,0
2,0,0.0,0.0,0.0,40,40,1,0,0,3,3,0,0,0,0.0,0,1,1,28,28,0
26,101,101.0,101.0,15.0,0,0,1,1,5,2,4,6,6,15,0.0,0,1,1,101,101,0
32,0,0.0,0.0,0.0,40,40,1,0,9,2,5,2,32,0,0.0,0,1,1,72,72,0
94,0,0.0,0.0,0.0,40,37,1,0,6,3,7,5,2,0,0.0,0,2,2,168,165,0
76,0,0.0,0.0,0.0,40,39,2,0,22,2,2,1,186,0,0.0,0,2,2,134,124,0
65,0,0.0,0.0,0.0,40,37,2,0,19,4,13,6,137,0,0.0,0,2,2,154,152,0
243,0,0.0,0.0,0.0,27,27,1,0,67,2,15,57,0,0,0.0,0,1,1,318,318,0
29,0,0.0,0.0,0.0,40,40,1,0,8,2,16,7,0,0,0.0,0,1,1,83,83,0
23,0,0.0,0.0,0.0,40,40,1,0,8,2,1,0,3,0,0.0,0,1,1,57,57,0
42,0,0.0,0.0,0.0,40,40,1,0,14,2,1,1,35,0,0.0,0,1,1,85,85,0
3,0,0.0,0.0,0.0,40,40,1,0,0,3,4,0,0,0,0.0,0,1,1,32,32,0
23,0,0.0,0.0,0.0,40,34,2,0,7,2,7,11,1,0,0.0,0,2,2,72,61,1
32,0,0.0,0.0,0.0,40,40,1,0,7,4,15,10,4,0,0.0,0,1,1,90,90,1
27,0,0.0,0.0,0.0,40,37,1,0,2,4,7,5,0,0,0.0,0,2,2,79,67,1
33,0,0.0,0.0,0.0,40,37,2,0,8,2,8,10,1,0,0.0,0,3,3,77,71,1
14,0,0.0,0.0,0.0,40,40,1,0,12,1,5,0,66,0,0.0,0,1,1,53,53,0
137,0,0.0,0.0,0.0,40,20,4,0,8,3,28,27,0,0,0.0,0,4,3,314,271,1
38,0,0.0,0.0,0.0,40,40,1,0,13,2,4,0,17,0,0.0,0,1,1,84,84,0
389,379,6.17,34.67,6.0,40,0,13,5,106,1,40,136,139,15,1.511,0,17,4,1516,818,0
44,0,0.0,0.0,0.0,40,40,1,0,10,2,4,19,0,0,0.0,0,1,1,78,78,0
81,0,0.0,0.0,0.0,40,7,2,0,34,1,14,30,10,0,0.0,0,2,2,186,184,0
103,0,0.0,0.0,0.0,40,40,1,0,32,4,3,11,287,0,0.0,0,1,1,177,177,0
51,0,0.0,0.0,0.0,40,40,1,0,14,2,2,0,77,0,0.0,0,1,1,115,115,0
8,0,0.0,0.0,0.0,40,40,1,0,2,2,5,1,1,0,0.0,0,1,1,42,42,0
437,0,0.0,0.0,0.0,40,20,1,0,5,6,27,16,4,0,0.0,0,2,2,858,856,1
43,0,0.0,0.0,0.0,40,40,1,0,11,2,7,12,0,0,0.0,0,1,1,93,93,1
105,0,0.0,0.0,0.0,40,25,3,0,23,2,14,26,78,0,0.0,0,3,2,214,164,0
164,4,0.0,2.0,4.0,40,2,2,1,9,3,26,14,1,4,0.0,0,2,2,338,334,1
258,0,0.0,0.0,0.0,40,20,4,0,36,2,25,35,15,0,0.0,0,7,4,639,553,1
42,0,0.0,0.0,0.0,40,25,3,0,7,1,10,19,4,0,0.0,0,3,1,155,142,0
40,0,0.0,0.0,0.0,40,20,2,0,1,3,6,8,0,0,0.0,0,2,2,99,96,1
68,0,0.0,0.0,0.0,40,9,2,0,10,2,13,10,0,0,0.0,0,2,1,188,140,0
191,0,0.0,0.0,0.0,40,20,1,0,19,2,23,32,6,0,0.0,0,2,2,361,357,0
28,0,0.0,0.0,0.0,40,40,1,0,8,1,9,12,0,0,0.0,0,1,1,78,78,0
17,0,0.0,0.0,0.0,40,40,1,0,5,3,2,0,4,0,0.0,0,1,1,49,49,0
52,0,0.0,0.0,0.0,40,37,2,0,14,3,12,2,77,0,0.0,0,2,2,143,139,0
84,0,0.0,0.0,0.0,37,37,1,0,5,4,5,3,0,0,0.0,0,2,2,141,140,0
66,2,0.0,1.0,10.0,40,2,3,1,20,3,14,8,40,10,0.0,0,3,2,175,150,0
93,0,0.0,0.0,0.0,40,40,1,0,2,2,12,9,1,0,0.0,0,1,1,187,187,0
52,0,0.0,0.0,0.0,40,25,2,0,17,2,2,3,50,0,0.0,0,2,2,101,72,0
27,0,0.0,0.0,0.0,40,38,2,0,7,4,9,2,6,0,0.0,0,2,2,78,69,0
148,0,0.0,0.0,0.0,40,21,7,0,45,1,27,70,19,0,0.0,0,7,4,357,236,0
69,0,0.0,0.0,0.0,40,38,2,0,20,3,14,9,40,0,0.0,0,2,2,155,132,0
24,0,0.0,0.0,0.0,40,40,1,0,8,3,9,4,11,0,0.0,0,1,1,74,74,0
138,8,6.0,7.0,3.0,40,2,3,1,48,2,13,35,96,3,0.0,0,3,2,255,164,0
122,0,0.0,0.0,0.0,40,40,1,0,32,2,7,32,25,0,0.0,0,1,1,202,202,0
71,0,0.0,0.0,0.0,40,9,2,0,17,4,16,24,8,0,0.0,0,2,1,149,138,0
14,0,0.0,0.0,0.0,40,28,1,0,2,1,9,4,1,0,0.0,0,2,1,69,61,0
24,0,0.0,0.0,0.0,40,40,1,0,4,4,6,7,1,0,0.0,0,1,1,64,64,0
86,0,0.0,0.0,0.0,40,25,3,0,21,1,14,37,11,0,0.0,0,3,2,185,157,0
9,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,1,0,0.0,0,1,1,32,32,0
4,0,0.0,0.0,0.0,40,30,2,0,0,1,3,1,0,0,0.0,0,2,2,44,39,0
4,0,0.0,0.0,0.0,40,40,1,0,1,1,5,1,0,0,0.0,0,1,1,36,36,0
174,0,0.0,0.0,0.0,40,20,4,0,14,4,26,29,6,0,0.0,0,4,4,351,239,1
168,0,0.0,0.0,0.0,40,25,3,0,7,3,16,8,0,0,0.0,0,3,1,341,304,1
45,0,0.0,0.0,0.0,40,40,1,0,8,1,6,22,0,0,0.0,0,1,1,102,102,0
52,0,0.0,0.0,0.0,40,40,1,0,9,1,7,17,0,0,0.0,0,1,1,101,101,0
31,0,0.0,0.0,0.0,40,40,1,0,8,2,3,0,20,0,0.0,0,1,1,125,125,0
29,0,0.0,0.0,0.0,40,38,2,0,8,3,6,2,6,0,0.0,0,2,2,78,69,0
93,0,0.0,0.0,0.0,40,28,1,0,11,1,17,46,0,0,0.0,0,2,1,227,207,0
4,0,0.0,0.0,0.0,40,38,2,0,0,1,0,0,0,0,0.0,0,2,2,38,28,0
62,0,0.0,0.0,0.0,40,40,1,0,17,1,17,36,1,0,0.0,0,1,1,131,131,0
114,91,3.5,24.5,4.0,40,2,9,2,28,1,15,55,0,4,0.4996,0,10,2,442,234,0
10,0,0.0,0.0,0.0,40,40,1,0,2,3,0,0,0,0,0.0,0,1,1,51,51,0
12,0,0.0,0.0,0.0,40,40,1,0,1,4,4,3,0,0,0.0,0,1,1,45,45,1
9,0,0.0,0.0,0.0,40,40,1,0,2,1,0,0,0,0,0.0,0,1,1,37,37,0
54,0,0.0,0.0,0.0,40,37,1,0,12,2,12,24,0,0,0.0,0,2,2,115,109,0
87,0,0.0,0.0,0.0,40,20,1,0,26,1,7,13,120,0,0.0,0,2,2,153,151,0
24,0,0.0,0.0,0.0,40,40,1,0,7,2,4,2,19,0,0.0,0,1,1,58,58,0
14,0,0.0,0.0,0.0,40,38,2,0,12,1,5,0,66,0,0.0,0,2,1,57,52,0
62,0,0.0,0.0,0.0,40,40,1,0,16,2,14,3,94,0,0.0,0,1,1,157,157,0
24,0,0.0,0.0,0.0,40,40,1,0,12,2,6,11,1,0,0.0,0,1,1,75,75,0
3,0,0.0,0.0,0.0,40,40,1,0,1,1,1,0,0,0,0.0,0,1,1,32,32,0
126,0,0.0,0.0,0.0,40,40,1,0,58,2,7,40,66,0,0.0,0,1,1,216,216,0
55,0,0.0,0.0,0.0,40,13,2,0,11,1,18,17,2,0,0.0,0,2,1,139,72,0
115,0,0.0,0.0,0.0,40,40,1,0,30,2,12,17,205,0,0.0,0,1,1,215,215,1
28,0,0.0,0.0,0.0,40,40,1,0,5,1,8,8,0,0,0.0,0,1,1,77,77,0
112,0,0.0,0.0,0.0,40,20,3,0,27,4,24,19,3,0,0.0,0,3,3,218,198,1
69,0,0.0,0.0,0.0,40,12,2,0,27,3,3,2,117,0,0.0,0,2,1,163,143,1
3,0,0.0,0.0,0.0,40,40,1,0,1,1,1,0,0,0,0.0,0,1,1,26,26,0
57,0,0.0,0.0,0.0,40,30,2,0,15,2,6,10,54,0,0.0,0,3,3,116,96,1
11,0,0.0,0.0,0.0,40,40,1,0,2,1,0,0,0,0,0.0,0,1,1,49,49,0
135,53,5.0,29.0,2.0,40,0,3,0,11,3,27,35,1,2,0.0,0,5,3,330,209,1
116,0,0.0,0.0,0.0,40,40,1,0,18,1,23,48,0,0,0.0,0,1,1,258,258,0
88,0,0.0,0.0,0.0,40,34,2,0,22,1,12,42,1,0,0.0,0,2,2,221,182,0
52,0,0.0,0.0,0.0,40,40,1,0,14,3,3,0,77,0,0.0,0,1,1,98,98,0
3,0,0.0,0.0,0.0,40,40,1,0,0,3,3,0,0,0,0.0,0,1,1,31,31,0
138,0,0.0,0.0,0.0,40,11,5,0,34,1,25,58,71,0,0.0,0,8,2,290,224,0
17,0,0.0,0.0,0.0,40,40,1,0,4,2,1,0,2,0,0.0,0,1,1,46,46,0
54,6,2.0,4.0,15.0,40,0,3,1,12,1,14,29,26,15,0.0,0,4,2,227,170,0
13,0,0.0,0.0,0.0,40,40,1,0,3,3,0,1,1,0,0.0,0,1,1,40,40,0
183,0,0.0,0.0,0.0,40,40,1,0,52,3,2,0,1080,0,0.0,0,1,1,353,353,0
66,0,0.0,0.0,0.0,40,38,2,0,20,3,14,8,40,0,0.0,0,2,2,152,129,0
24,0,0.0,0.0,0.0,40,37,2,0,1,3,10,2,0,0,0.0,0,2,2,94,64,1
98,0,0.0,0.0,0.0,40,7,2,0,31,2,17,9,230,0,0.0,0,3,2,222,207,0
35,0,0.0,0.0,0.0,40,40,1,0,14,2,2,0,12,0,0.0,0,1,1,85,85,0
25,0,0.0,0.0,0.0,40,40,1,0,4,1,4,6,0,0,0.0,0,1,1,63,63,0
31,0,0.0,0.0,0.0,40,20,2,0,2,2,17,5,0,0,0.0,0,2,2,112,110,0
27,0,0.0,0.0,0.0,40,38,2,0,7,4,9,2,6,0,0.0,0,2,2,76,69,0
16,0,0.0,0.0,0.0,40,40,1,0,2,4,5,4,0,0,0.0,0,1,1,51,51,0
109,0,0.0,0.0,0.0,40,40,1,0,27,2,20,24,0,0,0.0,0,1,1,247,247,0
49,0,0.0,0.0,0.0,40,20,2,0,2,3,15,6,0,0,0.0,0,2,2,120,116,1
74,0,0.0,0.0,0.0,40,40,1,0,19,2,19,26,28,0,0.0,0,1,1,170,170,1
26,0,0.0,0.0,0.0,40,20,2,0,7,3,6,3,6,0,0.0,0,3,3,77,66,0
89,0,0.0,0.0,0.0,40,40,1,0,20,2,12,18,4,0,0.0,0,1,1,183,183,0
241,0,0.0,0.0,0.0,40,20,3,0,16,3,31,37,2,0,0.0,0,3,3,483,436,1
20,0,0.0,0.0,0.0,40,13,2,0,18,1,6,0,153,0,0.0,0,2,1,226,215,0
158,0,0.0,0.0,0.0,40,40,1,0,25,2,10,6,13,0,0.0,0,1,1,254,254,1
81,0,0.0,0.0,0.0,40,29,3,0,17,2,21,33,16,0,0.0,0,3,2,191,150,0
90,0,0.0,0.0,0.0,40,40,1,0,4,2,12,13,1,0,0.0,0,1,1,174,174,0
128,30,1.0,8.0,2.5,40,2,4,2,33,2,10,11,10,4,0.9871,0,4,2,257,181,1
224,0,0.0,0.0,0.0,40,16,3,0,38,2,31,57,0,0,0.0,0,4,2,592,434,0
44,0,0.0,0.0,0.0,40,38,1,0,10,2,8,12,1,0,0.0,0,2,2,90,86,1
52,0,0.0,0.0,0.0,40,37,1,0,9,2,15,16,0,0,0.0,0,2,2,146,144,1
105,0,0.0,0.0,0.0,40,40,1,0,5,4,23,14,0,0,0.0,0,1,1,235,235,1
17,0,0.0,0.0,0.0,40,40,1,0,5,3,2,0,4,0,0.0,0,1,1,49,49,0
232,0,0.0,0.0,0.0,40,9,4,0,53,1,15,118,55,0,0.0,0,4,2,459,370,0
93,0,0.0,0.0,0.0,40,13,2,0,24,2,19,31,4,0,0.0,0,2,2,230,179,1
132,3,3.0,3.0,1.0,40,6,3,1,34,2,16,21,213,1,0.0,0,3,2,247,231,0
15,0,0.0,0.0,0.0,40,40,1,0,13,1,4,0,78,0,0.0,0,1,1,56,56,0
83,0,0.0,0.0,0.0,40,28,2,0,25,2,12,14,140,0,0.0,0,2,1,207,188,0
12,0,0.0,0.0,0.0,40,40,1,0,3,1,0,3,3,0,0.0,0,1,1,45,45,0
91,2,0.0,1.0,1.0,40,1,6,1,3,5,13,6,3,1,0.0,0,6,4,244,179,1
71,0,0.0,0.0,0.0,40,37,1,0,18,1,12,25,0,0,0.0,0,2,2,149,147,0
41,0,0.0,0.0,0.0,40,40,1,0,9,2,7,7,0,0,0.0,0,1,1,95,95,1
44,0,0.0,0.0,0.0,40,40,1,0,6,2,8,22,1,0,0.0,0,1,1,100,100,0
196,4,0.0,2.0,15.0,40,0,4,1,35,2,33,64,0,15,0.0,0,5,3,527,438,1
38,0,0.0,0.0,0.0,40,37,3,0,5,5,7,12,3,0,0.0,0,3,3,302,190,0
119,0,0.0,0.0,0.0,40,40,1,0,22,3,9,22,20,0,0.0,0,1,1,214,214,1
27,0,0.0,0.0,0.0,40,20,3,0,1,3,13,4,0,0,0.0,0,3,2,110,102,1
34,0,0.0,0.0,0.0,40,15,2,0,13,2,5,2,20,0,0.0,0,2,1,102,93,0
47,0,0.0,0.0,0.0,40,40,1,0,4,2,15,10,0,0,0.0,0,1,1,107,107,0
44,0,0.0,0.0,0.0,40,28,2,0,14,2,8,16,0,0,0.0,0,2,1,104,98,0
71,0,0.0,0.0,0.0,40,9,4,0,14,1,14,25,10,0,0.0,0,4,2,226,157,1
116,0,0.0,0.0,0.0,40,37,3,0,12,6,10,14,4,0,0.0,0,3,3,443,322,0
24,0,0.0,0.0,0.0,40,40,1,0,6,2,7,0,9,0,0.0,0,1,1,69,69,0
35,0,0.0,0.0,0.0,40,40,1,0,12,3,1,1,20,0,0.0,0,1,1,74,74,0
268,0,0.0,0.0,0.0,40,25,2,0,4,5,31,17,1,0,0.0,0,2,2,495,493,1
59,0,0.0,0.0,0.0,40,40,1,0,16,4,2,0,104,0,0.0,0,1,1,104,104,0
16,0,0.0,0.0,0.0,40,40,1,0,4,2,1,0,2,0,0.0,0,1,1,44,44,0
66,0,0.0,0.0,0.0,40,40,1,0,14,1,4,13,0,0,0.0,0,1,1,112,112,0
49,0,0.0,0.0,0.0,40,20,2,0,5,3,16,7,0,0,0.0,0,2,2,125,121,1
87,0,0.0,0.0,0.0,40,20,1,0,25,2,4,13,139,0,0.0,0,2,2,153,151,0
47,0,0.0,0.0,0.0,40,40,1,0,11,2,3,21,0,0,0.0,0,1,1,92,92,1
58,0,0.0,0.0,0.0,40,38,1,0,17,1,5,15,0,0,0.0,0,2,2,178,158,0
134,0,0.0,0.0,0.0,40,13,3,0,22,1,8,27,0,0,0.0,0,7,3,273,176,0
129,56,3.0,15.5,4.0,40,2,10,2,26,1,30,65,13,4,0.9544,0,10,3,406,270,0
54,0,0.0,0.0,0.0,40,9,2,0,17,1,4,19,21,0,0.0,0,3,2,108,91,0
7,43,43.0,43.0,15.0,0,0,1,1,2,4,0,0,1,15,0.0,0,1,1,43,43,0
3,0,0.0,0.0,0.0,40,40,1,0,0,3,3,0,0,0,0.0,0,1,1,31,31,0
392,50,2.0,26.0,3.0,40,0,2,0,33,3,28,63,22,3,0.0,0,3,2,699,600,1
125,0,0.0,0.0,0.0,40,40,1,0,48,2,7,8,60,0,0.0,0,1,1,210,210,0
