Release,Class_Name,LOC,LOC_TOUCHED,AVC,ALA,ACSS,AGE,AOC,NFIX,FIX,WMC,DIT,CBO,RFC,LCOM,NF,ENTROPY,NSMELLS,NR,NAUTH,CHURN,MAX_CHURN,Bugginess
syncope-1.1.7,org.apache.syncope.common.to.LoggerTO,17,0,0.00,0.00,0.00,63,63,2,0,4,2,4,0,2,0,0.0000,1,2,1,52,47,0
syncope-1.1.7,org.apache.syncope.core.workflow.user.activiti.SyncopeGroupManager,49,0,0.00,0.00,0.00,73,39,3,0,15,1,12,5,78,0,0.0000,1,7,2,183,102,0
syncope-1.1.7,org.apache.syncope.common.services.SchemaService,7,0,0.00,0.00,0.00,63,61,6,0,5,1,10,0,10,0,0.0000,2,7,3,208,81,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.EntitlementDAO,8,0,0.00,0.00,0.00,103,63,2,0,6,1,3,0,15,0,0.0000,0,2,2,40,39,0
syncope-1.1.7,org.apache.syncope.console.pages.panels.NotificationTasks,126,0,0.00,0.00,0.00,103,44,12,0,3,3,20,14,0,0,0.0000,11,19,6,598,224,0
syncope-1.1.7,org.apache.syncope.core.rest.controller.UserController,361,0,0.00,0.00,0.00,103,16,36,0,86,2,44,123,270,0,0.0000,25,43,6,2984,643,1
syncope-1.1.7,org.apache.syncope.core.propagation.impl.LDAPMembershipPropagationActions,44,2,0.00,1.00,16.00,64,0,6,0,11,2,14,30,1,16,0.0000,4,8,4,192,112,0
syncope-1.1.7,org.apache.syncope.core.persistence.validation.entity.SchemaValidator,17,0,0.00,0.00,0.00,103,29,5,0,4,2,4,10,0,0,0.0000,0,5,3,154,75,0
syncope-1.1.7,org.apache.syncope.core.rest.data.AbstractAttributableDataBinder,426,2,0.00,1.00,16.00,103,0,17,0,150,1,37,118,22,16,0.0000,22,21,6,1608,755,1
syncope-1.1.7,org.apache.syncope.console.commons.JexlHelpUtil,26,0,0.00,0.00,0.00,62,55,2,0,3,1,3,4,3,0,0.0000,0,3,2,83,55,0
syncope-1.1.7,org.apache.syncope.common.to.UserRequestOptionsTO,10,0,0.00,0.00,0.00,63,63,1,0,2,1,1,0,0,0,0.0000,1,1,1,35,35,0
syncope-1.1.7,org.apache.syncope.core.report.ReportJob,92,0,0.00,0.00,0.00,76,20,4,0,11,1,17,46,0,0,0.0000,14,6,2,259,209,0
syncope-1.1.7,org.apache.syncope.core.connid.PasswordGenerator,213,0,0.00,0.00,0.00,68,57,5,0,86,1,10,71,55,0,0.0000,9,6,4,509,346,0
syncope-1.1.7,org.apache.syncope.console.pages.panels.VirtualAttributesPanel,135,0,0.00,0.00,0.00,103,44,9,0,1,2,13,5,0,0,0.0000,10,13,5,482,185,0
syncope-1.1.7,org.apache.syncope.core.util.VirAttrCacheValue,35,0,0.00,0.00,0.00,60,19,2,0,9,1,0,4,4,0,0.0000,6,2,1,98,69,0
syncope-1.1.7,org.apache.syncope.core.quartz.TaskJob,3,0,0.00,0.00,0.00,43,43,1,0,1,1,1,0,0,0,0.0000,0,1,1,29,29,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.AttributableDAO,6,0,0.00,0.00,0.00,71,62,4,0,4,1,6,0,6,0,0.0000,0,4,4,43,40,0
syncope-1.1.7,org.apache.syncope.core.propagation.impl.PriorityPropagationTaskExecutor,38,0,0.00,0.00,0.00,64,22,6,0,7,2,10,14,0,0,0.0000,0,7,4,179,77,0
syncope-1.1.7,org.apache.syncope.core.workflow.user.activiti.task.AutoActivate,5,0,0.00,0.00,0.00,73,59,2,0,1,2,2,1,0,0,0.0000,0,2,1,32,31,0
syncope-1.1.7,org.apache.syncope.common.util.LoggerEventUtils,87,0,0.00,0.00,0.00,22,20,3,0,18,1,5,22,1,0,0.0000,8,4,2,227,140,0
syncope-1.1.7,org.apache.syncope.console.pages.ResultStatusModalPage,257,0,0.00,0.00,0.00,68,20,9,0,25,4,22,34,2,0,0.0000,22,14,4,951,365,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.SchemaDAO,7,0,0.00,0.00,0.00,103,63,2,0,5,1,4,0,10,0,0.0000,0,3,2,40,38,0
syncope-1.1.7,org.apache.syncope.console.pages.BulkActionModalPage,80,0,0.00,0.00,0.00,56,12,4,0,11,4,17,17,1,0,0.0000,6,8,3,232,156,0
syncope-1.1.7,org.apache.syncope.console.pages.UserOwnerSelectModalPage,32,0,0.00,0.00,0.00,75,44,5,0,4,4,12,6,1,0,0.0000,0,7,4,118,84,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.role.SyncopeRole,242,0,0.00,0.00,0.00,103,13,5,0,85,2,36,33,905,0,0.0000,15,7,3,639,416,0
syncope-1.1.7,org.apache.syncope.core.sync.SyncActions,8,0,0.00,0.00,0.00,76,63,5,0,6,1,5,0,15,0,0.0000,0,5,4,338,99,1
syncope-1.1.7,org.apache.syncope.common.to.SchedTaskTO,49,0,0.00,0.00,0.00,63,63,4,0,16,3,3,1,54,0,0.0000,18,4,1,109,94,0
syncope-1.1.7,org.apache.syncope.client.services.proxy.UserServiceProxy,83,0,0.00,0.00,0.00,63,24,9,0,26,2,12,11,325,0,0.0000,1,9,4,314,185,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.membership.MDerAttr,23,0,0.00,0.00,0.00,103,63,3,0,6,3,6,2,2,0,0.0000,1,4,3,78,59,0
syncope-1.1.7,org.apache.syncope.console.wicket.ajax.markup.html.IndicatingDeleteOnConfirmAjaxLink,20,0,0.00,0.00,0.00,103,59,5,0,3,3,6,3,3,0,0.0000,0,5,2,102,50,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.AbstractAttr,49,0,0.00,0.00,0.00,103,63,3,0,18,2,9,18,78,0,0.0000,0,6,3,122,99,0
syncope-1.1.7,org.apache.syncope.core.quartz.SampleJob,13,0,0.00,0.00,0.00,76,43,3,0,5,2,5,2,1,0,0.0000,0,3,1,56,53,0
syncope-1.1.7,org.apache.syncope.console.pages.panels.ResourceConnConfPanel,145,0,0.00,0.00,0.00,103,44,10,0,11,3,18,21,0,0,0.0000,12,13,5,411,309,1
syncope-1.1.7,org.apache.syncope.common.types.ReportExecStatus,4,0,0.00,0.00,0.00,63,47,3,0,1,1,2,2,0,0,0.0000,1,4,2,36,28,0
syncope-1.1.7,org.apache.syncope.common.services.UserWorkflowService,7,0,0.00,0.00,0.00,60,60,1,0,5,1,6,0,10,0,0.0000,0,1,1,52,52,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.AbstractAttributable,91,0,0.00,0.00,0.00,103,63,3,0,42,2,10,25,300,0,0.0000,2,5,1,213,168,0
syncope-1.1.7,org.apache.syncope.common.report.RoleReportletConf,49,0,0.00,0.00,0.00,39,26,2,0,12,3,8,0,40,0,0.0000,3,2,1,128,126,0
syncope-1.1.7,org.apache.syncope.core.services.ConnectorServiceImpl,60,0,0.00,0.00,0.00,63,51,9,0,16,1,16,26,0,0,0.0000,1,9,5,336,159,0
syncope-1.1.7,org.apache.syncope.core.workflow.WorkflowAdapter,9,0,0.00,0.00,0.00,73,20,7,0,7,1,3,0,21,0,0.0000,0,7,5,122,103,0
syncope-1.1.7,org.apache.syncope.console.wicket.extensions.markup.html.repeater.data.table.CheckBoxGroupSelectorPanel,7,0,0.00,0.00,0.00,56,56,1,0,1,2,3,1,0,0,0.0000,0,1,1,34,34,0
syncope-1.1.7,org.apache.syncope.core.security.SyncopeUserDetailsService,40,0,0.00,0.00,0.00,103,45,5,0,9,1,14,13,0,0,0.0000,2,5,2,137,89,0
syncope-1.1.7,org.apache.syncope.console.wicket.extensions.markup.html.repeater.data.table.DatePropertyColumn,14,0,0.00,0.00,0.00,103,63,4,0,3,2,6,6,1,0,0.0000,0,5,3,72,56,0
syncope-1.1.7,org.apache.syncope.client.rest.utils.RestClientExceptionMapper,69,0,0.00,0.00,0.00,63,59,8,0,16,1,11,23,1,0,0.0000,3,8,3,503,131,0
syncope-1.1.7,org.apache.syncope.common.report.StaticReportletConf,52,0,0.00,0.00,0.00,63,62,3,0,16,3,6,1,75,0,0.0000,8,3,2,112,103,0
syncope-1.1.7,org.apache.syncope.console.wicket.markup.html.tree.TreeRoleProvider,12,0,0.00,0.00,0.00,68,62,2,0,3,2,4,1,3,0,0.0000,0,3,2,45,43,0
syncope-1.1.7,org.apache.syncope.console.wicket.markup.html.form.AjaxTextFieldPanel,46,0,0.00,0.00,0.00,103,44,4,0,6,4,8,9,4,0,0.0000,6,7,5,113,87,1
syncope-1.1.7,org.apache.syncope.common.services.RoleService,15,0,0.00,0.00,0.00,63,62,5,0,13,1,11,0,78,0,0.0000,2,5,2,161,83,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.Entitlement,17,0,0.00,0.00,0.00,103,63,2,0,4,2,6,0,2,0,0.0000,1,2,2,56,55,0
syncope-1.1.7,org.apache.syncope.common.to.TaskTO,48,0,0.00,0.00,0.00,63,62,6,0,16,2,11,3,46,0,0.0000,9,6,3,164,102,0
syncope-1.1.7,org.apache.syncope.common.mod.AttributeMod,44,0,0.00,0.00,0.00,63,63,2,0,12,2,6,3,6,0,0.0000,0,2,1,99,87,0
syncope-1.1.7,org.apache.syncope.client.services.proxy.ConnectorServiceProxy,60,0,0.00,0.00,0.00,63,51,7,0,18,2,12,13,91,0,0.0000,1,7,3,209,118,0
syncope-1.1.7,org.apache.syncope.console.pages.panels.JQueryUITabbedPanel,12,0,0.00,0.00,0.00,55,55,0,0,3,2,2,0,3,0,0.0000,0,1,1,45,45,0
syncope-1.1.7,org.apache.syncope.core.rest.controller.AbstractController,49,0,0.00,0.00,0.00,103,20,4,0,19,1,17,12,3,0,0.0000,6,4,3,176,110,0
syncope-1.1.7,org.apache.syncope.common.types.SyncopeClientExceptionType,25,0,0.00,0.00,0.00,63,14,8,0,7,1,2,3,2,0,0.0000,2,8,3,147,99,0
syncope-1.1.7,org.apache.syncope.core.rest.data.ResourceDataBinder,224,2,0.00,1.00,16.00,103,0,18,0,57,1,25,106,70,16,0.0000,8,20,4,1031,315,0
syncope-1.1.7,org.apache.syncope.console.pages.UserModalPage,87,0,0.00,0.00,0.00,103,12,19,0,15,4,24,14,9,0,0.0000,3,25,6,375,216,0
syncope-1.1.7,org.apache.syncope.core.security.AsymmetricCipher,31,0,0.00,0.00,0.00,103,63,2,0,5,1,1,10,8,0,0.0000,3,2,2,76,75,0
syncope-1.1.7,org.apache.syncope.common.to.TaskExecTO,10,0,0.00,0.00,0.00,63,63,4,0,2,3,3,0,0,0,0.0000,0,4,1,49,34,0
syncope-1.1.7,org.apache.syncope.core.persistence.validation.entity.PolicyValidator,38,0,0.00,0.00,0.00,103,29,5,0,20,2,12,15,0,0,0.0000,2,6,4,179,115,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.impl.DerAttrDAOImpl,25,0,0.00,0.00,0.00,103,63,2,0,7,2,6,10,10,0,0.0000,0,3,2,85,69,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.membership.MVirAttr,26,0,0.00,0.00,0.00,103,63,4,0,7,3,6,3,6,0,0.0000,1,6,4,90,66,1
syncope-1.1.7,org.apache.syncope.core.propagation.PropagationTaskExecutor,8,0,0.00,0.00,0.00,76,21,4,0,4,1,3,0,6,0,0.0000,0,5,2,98,62,0
syncope-1.1.7,org.apache.syncope.common.types.CipherAlgorithm,11,0,0.00,0.00,0.00,63,62,4,0,3,1,2,2,1,0,0.0000,1,4,2,51,40,0
syncope-1.1.7,org.apache.syncope.common.to.AbstractAttributableTO,109,0,0.00,0.00,0.00,63,25,7,0,30,3,8,17,98,0,0.0000,1,7,3,247,171,0
syncope-1.1.7,org.apache.syncope.client.services.proxy.RoleServiceProxy,47,0,0.00,0.00,0.00,63,24,6,0,14,2,11,14,91,0,0.0000,1,6,2,136,103,0
syncope-1.1.7,org.apache.syncope.core.persistence.beans.ExternalResource,176,0,0.00,0.00,0.00,103,13,12,0,50,2,23,7,894,0,0.0000,2,13,3,616,356,0
syncope-1.1.7,org.apache.syncope.common.to.PropagationRequestTO,32,0,0.00,0.00,0.00,63,62,3,0,10,2,5,5,0,0,0.0000,1,3,2,88,76,0
syncope-1.1.7,org.apache.syncope.core.init.ImplementationClassNamesLoader,54,0,0.00,0.00,0.00,103,43,11,0,20,1,15,21,0,0,0.0000,3,12,5,203,123,0
syncope-1.1.7,org.apache.syncope.common.search.NodeCond,147,0,0.00,0.00,0.00,63,47,2,0,46,2,11,10,102,0,0.0000,3,3,2,252,242,0
syncope-1.1.7,org.apache.syncope.core.policy.UserSuspender,3,0,0.00,0.00,0.00,64,64,1,0,1,1,1,0,0,0,0.0000,0,2,2,30,26,0
syncope-1.1.7,org.apache.syncope.console.pages.panels.RolePanel,76,0,0.00,0.00,0.00,75,20,10,0,9,2,20,12,0,0,0.0000,11,17,6,309,104,1
syncope-1.1.7,org.apache.syncope.console.rest.ConnectorRestClient,130,0,0.00,0.00,0.00,103,51,19,0,28,2,15,39,91,0,0.0000,11,19,4,435,180,0
syncope-1.1.7,org.apache.syncope.common.report.ReportletConf,3,0,0.00,0.00,0.00,63,63,1,0,1,1,1,0,0,0,0.0000,2,1,1,32,32,0
syncope-1.1.7,org.apache.syncope.console.wicket.markup.html.tree.DefaultMutableTreeNodeExpansion,90,0,0.00,0.00,0.00,68,43,1,0,20,1,5,9,100,0,0.0000,5,3,3,180,154,0
syncope-1.1.7,org.apache.syncope.common.to.PolicyTO,32,0,0.00,0.00,0.00,63,13,4,0,8,2,11,0,22,0,0.0000,1,4,2,93,53,0
syncope-1.1.7,org.apache.syncope.common.types.EntityViolationType,11,0,0.00,0.00,0.00,63,29,5,0,3,1,1,0,0,0,0.0000,0,5,3,88,69,0
syncope-1.1.7,org.apache.syncope.common.to.MailTemplateTO,15,0,0.00,0.00,0.00,63,63,1,0,3,2,4,1,0,0,0.0000,0,1,1,53,53,0
syncope-1.1.7,org.apache.syncope.client.services.proxy.TaskServiceProxy,102,0,0.00,0.00,0.00,63,55,8,0,36,2,23,20,120,0,0.0000,3,9,4,379,200,0
syncope-1.1.7,org.apache.syncope.common.mod.ReferenceMod,16,0,0.00,0.00,0.00,63,43,1,0,4,2,3,0,0,0,0.0000,1,2,2,54,49,0
syncope-1.1.7,org.apache.syncope.common.to.ConnIdObjectClassTO,25,0,0.00,0.00,0.00,51,51,1,0,4,2,5,1,0,0,0.0000,4,1,1,72,72,0
syncope-1.1.7,org.apache.syncope.console.pages.SchedTaskModalPage,19,0,0.00,0.00,0.00,103,62,3,0,2,6,10,8,0,0,0.0000,5,6,4,71,59,0
syncope-1.1.7,org.apache.syncope.core.propagation.impl.AsyncConnectorFacade,81,0,0.00,0.00,0.00,63,51,3,0,21,1,12,20,43,0,0.0000,5,3,2,223,180,0
syncope-1.1.7,org.apache.syncope.common.types.SyncopeLoggerLevel,36,0,0.00,0.00,0.00,63,63,2,0,10,1,3,1,0,0,0.0000,1,2,1,68,65,0
syncope-1.1.7,org.apache.syncope.common.types.AccountPolicySpec,92,0,0.00,0.00,0.00,63,35,3,0,26,3,5,0,209,0,0.0000,1,4,3,222,176,0
syncope-1.1.7,org.apache.syncope.console.pages.panels.UserSearchResultPanel,148,0,0.00,0.00,0.00,68,12,11,0,16,3,17,17,4,0,0.0000,6,13,4,397,203,0
syncope-1.1.7,org.apache.syncope.console.wicket.extensions.markup.html.repeater.data.table.AttrColumn,42,0,0.00,0.00,0.00,68,57,3,0,11,2,7,13,0,0,0.0000,2,3,2,116,93,0
syncope-1.1.7,org.apache.syncope.console.pages.ReportletConfModalPage,204,0,0.00,0.00,0.00,103,20,13,0,15,4,24,16,1,0,0.0000,15,20,6,635,348,1
syncope-1.1.7,org.apache.syncope.core.persistence.dao.ReportDAO,9,0,0.00,0.00,0.00,103,63,2,0,7,1,2,0,21,0,0.0000,0,2,2,41,40,0
syncope-1.1.7,org.apache.syncope.core.workflow.user.activiti.task.Reactivate,4,0,0.00,0.00,0.00,73,73,1,0,1,2,2,0,0,0,0.0000,0,1,1,28,28,0
syncope-1.1.7,org.apache.syncope.core.report.RoleReportlet,204,0,0.00,0.00,0.00,39,20,3,0,42,2,17,53,13,0,0.0000,7,4,2,366,287,0
syncope-1.1.7,org.apache.syncope.console.pages.ReportModalPage,400,0,0.00,0.00,0.00,103,12,19,0,10,7,34,24,1,0,0.0000,14,26,7,1452,576,0
syncope-1.1.7,org.apache.syncope.core.persistence.validation.entity.EntityValidationInterceptor,12,0,0.00,0.00,0.00,103,29,3,0,2,1,10,8,0,0,0.0000,0,3,2,69,65,0
syncope-1.1.7,org.apache.syncope.core.workflow.user.UserWorkflowAdapter,12,0,0.00,0.00,0.00,73,59,5,0,10,1,5,0,45,0,0.0000,0,6,4,343,228,0
syncope-1.1.7,org.apache.syncope.core.report.UserReportlet,223,0,0.00,0.00,0.00,103,20,7,0,49,2,20,65,17,0,0.0000,10,8,3,480,310,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.impl.AttrDAOImpl,25,0,0.00,0.00,0.00,103,63,2,0,7,2,6,10,10,0,0.0000,0,3,2,76,66,0
syncope-1.1.7,org.apache.syncope.console.commons.DateFormatROModel,14,0,0.00,0.00,0.00,103,62,2,0,5,1,3,4,4,0,0.0000,0,3,3,54,50,0
syncope-1.1.7,org.apache.syncope.console.wicket.markup.html.form.AjaxPalettePanel,26,0,0.00,0.00,0.00,103,55,5,0,6,3,9,5,9,0,0.0000,1,5,3,85,67,0
syncope-1.1.7,org.apache.syncope.console.wicket.markup.html.form.ActionLink,14,0,0.00,0.00,0.00,103,56,7,0,2,1,1,0,1,0,0.0000,1,7,3,92,43,0
syncope-1.1.7,org.apache.syncope.common.services.LoggerService,7,0,0.00,0.00,0.00,63,22,6,0,5,1,8,0,10,0,0.0000,1,6,2,137,62,0
syncope-1.1.7,org.apache.syncope.console.pages.AbstractSchedTaskModalPage,73,0,0.00,0.00,0.00,103,46,6,0,2,5,13,8,0,0,0.0000,6,9,5,232,119,0
syncope-1.1.7,org.apache.syncope.core.workflow.user.activiti.task.Create,9,0,0.00,0.00,0.00,73,63,2,0,1,2,5,5,0,0,0.0000,0,2,2,43,41,0
syncope-1.1.7,org.apache.syncope.core.util.PasswordEncoder,110,0,0.00,0.00,0.00,68,53,5,0,25,1,5,32,8,0,0.0000,7,5,3,216,130,0
syncope-1.1.7,org.apache.syncope.core.util.ContentExporter,247,0,0.00,0.00,0.00,53,53,0,0,57,2,8,73,8,0,0.0000,20,1,1,376,376,0
syncope-1.1.7,org.apache.syncope.core.util.GuardedStringConverter,73,0,0.00,0.00,0.00,67,63,2,0,7,1,9,25,1,0,0.0000,12,2,2,138,126,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.TaskExecDAO,10,0,0.00,0.00,0.00,103,63,2,0,8,1,3,0,28,0,0.0000,0,3,2,44,41,0
syncope-1.1.7,org.apache.syncope.core.persistence.dao.impl.ConnInstanceDAOImpl,38,0,0.00,0.00,0.00,103,59,5,0,9,2,9,16,4,0,0.0000,0,6,3,115,88,0
syncope-1.1.7,org.apache.syncope.console.pages.StatusModalPage,83,0,0.00,0.00,0.00,103,46,9,0,3,4,12,5,0,0,0.0000,4,12,5,321,114,0
syncope-1.1.7,org.apache.syncope.core.rest.utils.RestServiceExceptionMapper,115,0,0.00,0.00,0.00,63,14,13,0,36,1,24,31,30,0,0.0000,2,14,5,674,281,0
syncope-1.1.7,org.apache.syncope.common.to.ReportExecTO,10,0,0.00,0.00,0.00,63,62,3,0,2,3,3,0,0,0,0.0000,0,3,1,50,40,0
syncope-1.1.8,org.apache.syncope.core.persistence.dao.DAO,6,0,0.00,0.00,0.00,115,115,1,0,4,1,1,0,6,0,0.0000,0,1,1,32,32,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.Task,27,0,0.00,0.00,0.00,115,75,3,0,10,2,7,6,0,0,0.0000,1,3,2,99,86,0
syncope-1.1.8,org.apache.syncope.client.http.HttpClientParams,8,0,0.00,0.00,0.00,106,101,2,0,2,2,1,5,0,0,0.0000,0,2,2,35,33,0
syncope-1.1.8,org.apache.syncope.core.quartz.AbstractTaskJob,49,0,0.00,0.00,0.00,88,26,5,0,7,1,14,23,4,0,0.0000,2,5,3,199,143,0
syncope-1.1.8,org.apache.syncope.core.rest.data.SchemaDataBinder,41,0,0.00,0.00,0.00,115,12,7,0,9,1,12,16,6,0,0.0000,0,9,3,179,115,0
syncope-1.1.8,org.apache.syncope.common.to.JobClassTO,15,0,0.00,0.00,0.00,75,75,3,0,3,2,4,1,0,0,0.0000,0,3,1,159,53,0
syncope-1.1.8,org.apache.syncope.client.services.proxy.ResourceServiceProxy,42,0,0.00,0.00,0.00,75,66,6,0,13,2,13,15,55,0,0.0000,0,6,3,179,91,0
syncope-1.1.8,org.apache.syncope.console.pages.ResourceModalPage,97,0,0.00,0.00,0.00,115,25,20,0,4,4,17,9,0,0,0.0000,7,27,6,366,165,0
syncope-1.1.8,org.apache.syncope.core.workflow.user.activiti.task.GenerateToken,7,0,0.00,0.00,0.00,85,85,1,0,1,2,5,6,0,0,0.0000,0,1,1,37,37,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.role.RAttrValue,17,0,0.00,0.00,0.00,115,75,3,0,4,3,8,2,1,0,0.0000,0,4,3,66,55,0
syncope-1.1.8,org.apache.syncope.common.services.PolicyService,9,0,0.00,0.00,0.00,75,66,5,0,7,1,10,0,21,0,0.0000,1,6,3,138,57,0
syncope-1.1.8,org.apache.syncope.core.util.ContentLoaderHandler,136,0,0.00,0.00,0.00,65,65,0,0,36,2,7,22,0,0,0.0000,9,1,1,197,197,0
syncope-1.1.8,org.apache.syncope.common.to.MappingItemTO,59,0,0.00,0.00,0.00,75,71,3,0,16,2,5,0,104,0,0.0000,1,3,2,135,116,0
syncope-1.1.8,org.apache.syncope.core.policy.PolicyEvaluator,57,0,0.00,0.00,0.00,115,75,3,0,18,1,10,17,0,0,0.0000,3,6,3,306,123,0
syncope-1.1.8,org.apache.syncope.core.rest.controller.ResourceController,162,2,0.00,1.00,36.00,115,1,21,0,37,3,41,41,0,36,0.0000,12,25,5,711,244,0
syncope-1.1.8,org.apache.syncope.console.commons.PreferenceManager,107,0,0.00,0.00,0.00,115,73,7,0,22,1,9,34,31,0,0.0000,4,8,4,352,200,0
syncope-1.1.8,org.apache.syncope.core.rest.controller.AuthenticationController,17,0,0.00,0.00,0.00,115,34,4,0,4,3,9,5,3,0,0.0000,0,4,3,107,66,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.user.UDerAttr,23,0,0.00,0.00,0.00,115,75,3,0,6,2,6,2,2,0,0.0000,1,4,3,79,59,0
syncope-1.1.8,org.apache.syncope.core.persistence.dao.VirSchemaDAO,7,0,0.00,0.00,0.00,115,75,2,0,5,1,4,0,10,0,0.0000,0,3,2,40,38,0
syncope-1.1.8,org.apache.syncope.core.rest.controller.TaskController,269,0,0.00,0.00,0.00,115,31,14,0,63,3,41,57,43,0,0.0000,25,17,4,813,461,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.role.RSchema,3,0,0.00,0.00,0.00,115,75,3,0,0,3,3,0,0,0,0.0000,8,3,2,33,28,0
syncope-1.1.8,org.apache.syncope.core.policy.AccountPolicyEnforcer,46,0,0.00,0.00,0.00,115,46,13,0,24,2,9,24,0,0,0.0000,6,14,5,431,135,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.role.RMappingItem,17,0,0.00,0.00,0.00,85,75,3,0,5,3,6,2,1,0,0.0000,0,4,2,59,56,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.user.SyncopeUser,276,9,2.50,3.50,1.50,115,0,12,1,95,2,31,49,1350,2,0.7642,42,20,7,840,544,0
syncope-1.1.8,org.apache.syncope.console.pages.RoleSelectModalPage,44,0,0.00,0.00,0.00,79,72,4,0,1,4,12,4,0,0,0.0000,4,5,4,119,108,0
syncope-1.1.8,org.apache.syncope.common.types.AttributableType,4,0,0.00,0.00,0.00,75,58,2,0,1,1,2,2,0,0,0.0000,1,3,2,36,27,0
syncope-1.1.8,org.apache.syncope.common.services.ResourceService,12,0,0.00,0.00,0.00,75,68,5,0,10,1,14,0,45,0,0.0000,1,5,3,165,72,0
syncope-1.1.8,org.apache.syncope.console.pages.AbstractSchemaModalPage,11,0,0.00,0.00,0.00,115,58,2,0,3,4,5,0,1,0,0.0000,8,4,3,69,50,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.UserRequest,33,0,0.00,0.00,0.00,115,75,3,0,11,2,11,4,0,0,0.0000,0,3,2,100,91,0
syncope-1.1.8,org.apache.syncope.common.services.UserRequestService,9,0,0.00,0.00,0.00,75,74,4,0,6,1,8,0,15,0,0.0000,0,4,2,116,60,0
syncope-1.1.8,org.apache.syncope.common.to.NotificationTO,89,0,0.00,0.00,0.00,75,74,5,0,27,2,8,3,260,0,0.0000,1,5,2,171,154,0
syncope-1.1.8,org.apache.syncope.console.commons.RoleUtils,13,0,0.00,0.00,0.00,74,74,1,0,4,1,3,2,0,0,0.0000,1,1,1,36,36,0
syncope-1.1.8,org.apache.syncope.console.pages.panels.SyncTasks,177,142,2.00,72.00,5.00,115,2,15,1,4,3,25,18,1,5,0.0000,11,21,6,848,282,0
syncope-1.1.8,org.apache.syncope.core.util.SecureRandomUtil,15,27,7.00,17.00,2.00,57,6,0,0,4,1,1,1,0,2,0.0000,1,2,2,64,37,0
syncope-1.1.8,org.apache.syncope.core.workflow.WorkflowResult,42,8,0.00,4.00,36.00,115,1,3,0,11,1,2,4,23,36,0.0000,0,4,2,101,89,1
syncope-1.1.8,org.apache.syncope.common.validation.SyncopeClientErrorHandler,45,0,0.00,0.00,0.00,75,32,4,0,11,2,8,19,0,0,0.0000,1,5,2,114,93,0
syncope-1.1.8,org.apache.syncope.core.workflow.user.activiti.ActivitiUserWorkflowAdapter,382,2,0.00,1.00,36.00,85,1,13,0,80,2,33,106,190,36,0.0000,19,17,5,920,666,1
syncope-1.1.8,org.apache.syncope.core.workflow.user.activiti.SyncopeUserQueryImpl,134,0,0.00,0.00,0.00,85,51,3,0,41,1,12,21,227,0,0.0000,7,4,2,239,216,0
syncope-1.1.8,org.apache.syncope.core.persistence.dao.ConnInstanceDAO,6,0,0.00,0.00,0.00,115,75,2,0,4,1,2,0,6,0,0.0000,0,2,2,35,34,0
syncope-1.1.8,org.apache.syncope.core.persistence.beans.TaskExec,17,0,0.00,0.00,0.00,115,68,1,0,4,2,5,7,0,0,0.0000,0,2,1,77,64,0
syncope-1.1.8,org.apache.syncope.console.rest.LoggerRestClient,46,0,0.00,0.00,0.00,115,34,7,0,11,2,9,16,28,0,0.0000,2,7,3,179,73,0
syncope-1.1.8,org.apache.syncope.core.util.multiparent.MultiParentNode,60,4,0.00,2.00,36.00,115,1,4,0,19,1,2,6,57,36,0.0000,1,5,3,158,110,0
syncope-1.1.8,org.apache.syncope.core.workflow.user.activiti.ActivitiWorkflowLoader,28,0,0.00,0.00,0.00,85,70,6,0,5,1,7,15,3,0,0.0000,3,6,5,133,65,0
syncope-1.1.8,org.apache.syncope.core.workflow.WorkflowException,9,0,0.00,0.00,0.00,115,71,4,0,2,4,0,0,1,0,0.0000,0,4,3,59,42,0
syncope-1.1.8,org.apache.syncope.core.services.RoleServiceImpl,49,0,0.00,0.00,0.00,74,35,6,0,14,1,13,24,0,0,0.0000,1,6,3,294,186,0
syncope-1.1.8,org.apache.syncope.core.util.ConnIdBundleManager,175,2,0.00,1.00,36.00,71,1,4,0,43,1,11,63,0,36,0.0000,14,5,1,390,196,0
syncope-1.1.8,org.apache.syncope.console.pages.Configuration,401,0,0.00,0.00,0.00,115,24,14,0,3,7,38,19,0,0,0.0000,18,20,6,1142,711,0
