Release,Class_Name,LOC,LOC_TOUCHED,AVC,ALA,ACSS,AGE,AOC,NFIX,FIX,WMC,DIT,CBO,RFC,LCOM,NF,ENTROPY,NSMELLS,NR,NAUTH,CHURN,MAX_CHURN,Bugginess
syncope-1.0.6,org.apache.syncope.console.pages.NotificationModalPage,136,16,1.00,4.50,48.50,45,0,4,1,11,3,27,36,1,92,0.3373,8,7,4,346,209,0
syncope-1.0.6,org.apache.syncope.buildtools.ApacheDSStartStopListener,116,0,0.00,0.00,0.00,45,45,1,0,18,1,23,48,0,0,0.0000,13,1,1,258,258,0
syncope-1.0.6,org.apache.syncope.core.rest.data.ConnInstanceDataBinder,88,0,0.00,0.00,0.00,45,39,2,0,22,1,12,42,1,0,0.0000,2,2,2,221,182,0
syncope-1.0.6,org.apache.syncope.client.to.PropagationTaskTO,52,0,0.00,0.00,0.00,45,45,1,0,14,3,3,0,77,0,0.0000,10,1,1,98,98,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.membership.MDerSchema,3,0,0.00,0.00,0.00,45,45,1,0,0,3,3,0,0,0,0.0000,67,1,1,31,31,0
syncope-1.0.6,org.apache.syncope.core.init.JobInstanceLoader,138,0,0.00,0.00,0.00,45,16,5,0,34,1,25,58,71,0,0.0000,13,8,2,290,224,0
syncope-1.0.6,org.apache.syncope.console.commons.SchemaModalPageFactory,20,0,0.00,0.00,0.00,45,45,1,0,3,3,9,0,0,0,0.0000,0,1,1,66,66,1
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.EntitlementValidator,26,0,0.00,0.00,0.00,45,45,1,0,5,2,7,11,1,0,0.0000,0,1,1,63,63,1
syncope-1.0.6,org.apache.syncope.client.to.ConfigurationTO,17,0,0.00,0.00,0.00,45,45,1,0,4,2,1,0,2,0,0.0000,1,1,1,46,46,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.AccountInformationPanel,11,0,0.00,0.00,0.00,45,45,1,0,7,2,5,10,0,0,0.0000,0,1,1,82,82,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.MembershipDAOImpl,38,0,0.00,0.00,0.00,45,43,2,0,8,2,11,13,10,0,0.0000,0,2,1,98,93,1
syncope-1.0.6,org.apache.syncope.core.init.ConnInstanceLoader,54,0,0.00,0.00,0.00,45,5,3,0,12,1,14,29,26,0,0.0000,3,4,2,227,170,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.UnauthorizedRoleException,13,0,0.00,0.00,0.00,45,45,1,0,3,3,0,1,1,0,0.0000,1,1,1,40,40,0
syncope-1.0.6,org.apache.syncope.types.PasswordPolicySpec,183,0,0.00,0.00,0.00,45,45,1,0,52,3,2,0,1080,0,0.0000,2,1,1,353,353,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.role.RAttr,66,0,0.00,0.00,0.00,45,43,2,0,20,3,14,8,40,0,0.0000,2,2,2,152,129,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.ResourcesPanel,24,0,0.00,0.00,0.00,45,42,2,0,1,3,10,2,0,0,0.0000,3,2,2,94,64,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.Notification,98,0,0.00,0.00,0.00,45,12,2,0,31,2,17,9,230,0,0.0000,3,3,2,222,207,0
syncope-1.0.6,org.apache.syncope.client.search.AttributeCond,35,0,0.00,0.00,0.00,45,45,1,0,14,2,2,0,12,0,0.0000,1,1,1,85,85,0
syncope-1.0.6,org.apache.syncope.client.util.XMLSerializer,25,0,0.00,0.00,0.00,45,45,1,0,4,1,4,6,0,0,0.0000,1,1,1,63,63,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.RoleAttributesPanel,31,25,-0.50,6.00,50.00,45,0,2,0,2,2,17,5,0,92,0.8555,7,4,2,137,110,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.membership.MAttrUniqueValue,27,0,0.00,0.00,0.00,45,43,2,0,7,4,9,2,6,0,0.0000,1,2,2,76,69,0
syncope-1.0.6,org.apache.syncope.console.rest.ConfigurationRestClient,17,0,0.00,0.00,0.00,45,35,2,0,5,2,4,5,10,0,0.0000,0,2,2,82,66,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.AjaxNumberFieldPanel,16,0,0.00,0.00,0.00,45,45,1,0,2,4,5,4,0,0,0.0000,4,1,1,51,51,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.RoleController,109,0,0.00,0.00,0.00,45,45,1,0,27,2,20,24,0,0,0.0000,2,1,1,247,247,0
syncope-1.0.6,org.apache.syncope.core.audit.JNDIFallbackConnectionSource,92,0,0.00,0.00,0.00,45,45,1,0,20,2,7,17,0,0,0.0000,0,1,1,158,158,0
syncope-1.0.6,org.apache.syncope.console.pages.ConfigurationModalPage,49,20,0.00,10.00,92.00,45,1,2,0,2,3,15,6,0,92,0.0000,2,3,2,140,116,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.ResourceDAOImpl,74,0,0.00,0.00,0.00,45,45,1,0,19,2,19,26,28,0,0.0000,1,1,1,170,170,1
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.ReportDAOImpl,33,0,0.00,0.00,0.00,45,33,2,0,10,2,7,14,21,0,0.0000,0,2,1,89,85,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.role.RVirAttr,26,0,0.00,0.00,0.00,45,25,2,0,7,3,6,3,6,0,0.0000,1,3,3,77,66,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.ReportExecDAOImpl,38,0,0.00,0.00,0.00,45,45,1,0,12,2,8,16,28,0,0.0000,0,1,1,100,100,0
syncope-1.0.6,org.apache.syncope.console.markup.html.CrontabContainer,89,0,0.00,0.00,0.00,45,45,1,0,20,2,12,18,4,0,0.0000,1,1,1,183,183,0
syncope-1.0.6,org.apache.syncope.console.pages.ConnectorModalPage,241,75,0.33,12.67,33.33,45,1,5,2,16,3,31,37,2,92,1.3593,13,6,3,558,436,0
syncope-1.0.6,org.apache.syncope.core.workflow.UserWorkflowAdapter,20,0,0.00,0.00,0.00,45,18,2,0,18,1,6,0,153,0,0.0000,1,2,1,226,215,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.ActionLinksPanel,160,70,-4.00,33.00,92.00,45,1,1,0,25,2,11,6,11,92,0.0000,3,2,1,324,254,1
syncope-1.0.6,org.apache.syncope.console.commons.HttpResourceStream,81,0,0.00,0.00,0.00,45,34,3,0,17,2,21,33,16,0,0.0000,5,3,2,191,150,0
syncope-1.0.6,org.apache.syncope.core.audit.AuditManager,30,0,0.00,0.00,0.00,45,45,1,0,7,1,6,13,1,0,0.0000,0,1,1,67,67,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.StatusPanel,99,12,6.00,9.00,4.00,45,2,2,1,5,2,12,14,1,4,0.0000,3,2,1,186,174,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.membership.Membership,104,0,0.00,0.00,0.00,45,25,2,0,31,3,15,9,226,0,0.0000,0,3,3,230,196,0
syncope-1.0.6,org.apache.syncope.console.rest.PolicyRestClient,128,0,0.00,0.00,0.00,45,7,4,0,33,2,10,11,10,0,0.0000,19,4,2,257,181,1
syncope-1.0.6,org.apache.syncope.core.rest.controller.ReportController,224,0,0.00,0.00,0.00,45,21,3,0,38,2,31,57,0,0,0.0000,15,4,2,592,434,0
syncope-1.0.6,org.apache.syncope.core.workflow.activiti.Update,9,1,-1.00,0.00,15.00,45,2,2,1,1,2,6,3,0,15,0.0000,0,2,1,43,42,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.SyncTaskValidator,44,0,0.00,0.00,0.00,45,43,1,0,10,2,7,12,1,0,0.0000,4,2,2,90,86,1
syncope-1.0.6,org.apache.syncope.console.wicket.extensions.markup.html.repeater.data.table.TokenColumn,14,0,0.00,0.00,0.00,45,45,1,0,3,2,6,4,1,0,0.0000,0,1,1,48,48,0
syncope-1.0.6,org.apache.syncope.client.to.AbstractAttributableTO,83,0,0.00,0.00,0.00,45,25,1,0,21,3,3,9,44,0,0.0000,0,2,2,144,140,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.VirtualSchemaController,52,0,0.00,0.00,0.00,45,42,1,0,9,2,15,16,0,0,0.0000,2,2,2,146,144,0
syncope-1.0.6,org.apache.syncope.console.pages.TaskModalPage,105,28,0.00,14.00,92.00,45,1,1,0,5,4,23,14,0,92,0.0000,5,2,1,263,235,1
syncope-1.0.6,org.apache.syncope.client.to.PasswordPolicyTO,17,0,0.00,0.00,0.00,45,45,1,0,5,3,2,0,4,0,0.0000,1,1,1,49,49,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.ExternalResourceValidator,25,0,0.00,0.00,0.00,45,45,1,0,6,2,7,8,1,0,0.0000,0,1,1,61,61,1
syncope-1.0.6,org.apache.syncope.client.util.AttributableOperations,232,0,0.00,0.00,0.00,45,14,4,0,53,1,15,118,55,0,0.0000,9,4,2,459,370,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.SyncopeUserValidator,93,0,0.00,0.00,0.00,45,18,2,0,24,2,19,30,4,0,0.0000,6,2,2,230,179,1
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.PolicyDAOImpl,32,0,0.00,0.00,0.00,45,45,1,0,14,2,10,10,28,0,0.0000,0,1,1,86,86,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.AbstractSchema,132,0,0.00,0.00,0.00,45,11,3,0,34,2,16,21,213,0,0.0000,71,3,2,247,231,1
syncope-1.0.6,org.apache.syncope.core.persistence.dao.UserDAO,15,0,0.00,0.00,0.00,45,45,1,0,13,1,4,0,78,0,0.0000,1,1,1,56,56,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.ConnInstance,83,0,0.00,0.00,0.00,45,33,2,0,25,2,12,14,140,0,0.0000,3,2,1,207,188,0
syncope-1.0.6,org.apache.syncope.client.AbstractBaseBean,12,0,0.00,0.00,0.00,45,45,1,0,3,1,0,3,3,0,0.0000,3,1,1,45,45,0
syncope-1.0.6,org.apache.syncope.console.pages.Tasks,91,4,0.00,2.00,92.00,45,1,6,0,3,5,13,6,3,92,0.0000,7,7,4,248,179,0
syncope-1.0.6,org.apache.syncope.core.util.ConnBundleManager,71,0,0.00,0.00,0.00,45,42,1,0,18,1,12,25,0,0,0.0000,4,2,2,149,147,0
syncope-1.0.6,org.apache.syncope.types.UserRequestType,1,0,0.00,0.00,0.00,45,45,1,0,0,1,0,0,0,0,0.0000,0,1,1,27,27,0
syncope-1.0.6,org.apache.syncope.console.commons.UserDataProvider,41,0,0.00,0.00,0.00,45,45,1,0,9,2,7,7,0,0,0.0000,3,1,1,95,95,1
syncope-1.0.6,org.apache.syncope.buildtools.ApacheDSRootDseServlet,44,0,0.00,0.00,0.00,45,45,1,0,6,2,8,22,1,0,0.0000,4,1,1,100,100,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.NotificationDAO,6,0,0.00,0.00,0.00,45,45,1,0,4,1,2,0,6,0,0.0000,0,1,1,34,34,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.ConnInstanceController,196,0,0.00,0.00,0.00,45,5,4,0,35,2,33,64,0,0,0.0000,11,5,3,527,438,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.DateTextFieldPanel,38,0,0.00,0.00,0.00,45,42,3,0,5,5,7,12,3,0,0.0000,7,3,3,302,190,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.FieldPanel,119,0,0.00,0.00,0.00,45,45,1,0,22,3,9,22,20,0,0.0000,4,1,1,214,214,0
syncope-1.0.6,org.apache.syncope.console.pages.MembershipModalPage,27,18,0.00,4.50,50.00,45,0,3,0,1,3,13,4,0,92,0.7642,2,5,2,128,102,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.AbstractExec,34,0,0.00,0.00,0.00,45,20,2,0,13,2,5,2,20,0,0.0000,11,2,1,102,93,0
syncope-1.0.6,org.apache.syncope.client.http.PreemptiveAuthHttpRequestFactory,21,0,0.00,0.00,0.00,45,34,2,0,4,2,12,4,0,0,0.0000,0,3,2,89,75,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.UserDetailsPanel,47,0,0.00,0.00,0.00,45,45,1,0,4,2,15,10,0,0,0.0000,2,1,1,107,107,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.UserRequestDAOImpl,15,0,0.00,0.00,0.00,45,45,1,0,4,2,7,7,6,0,0.0000,0,1,1,56,56,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.LoggerDAO,7,0,0.00,0.00,0.00,45,45,1,0,5,1,3,0,10,0,0.0000,0,1,1,37,37,0
syncope-1.0.6,org.apache.syncope.types.AuditLoggerName,44,0,0.00,0.00,0.00,45,33,2,0,14,2,8,16,0,0,0.0000,7,2,1,104,98,0
syncope-1.0.6,org.apache.syncope.core.security.SyncopeAuthenticationProvider,71,5,-1.00,2.00,10.00,45,4,5,1,15,1,14,25,10,10,0.0000,2,5,2,231,157,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.PolicyDAO,10,0,0.00,0.00,0.00,45,45,1,0,8,1,7,0,28,0,0.0000,0,1,1,45,45,1
syncope-1.0.6,org.apache.syncope.types.ReportExecStatus,1,0,0.00,0.00,0.00,45,45,1,0,0,1,0,0,0,0,0.0000,0,1,1,28,28,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.DateTimeFieldPanel,116,0,0.00,0.00,0.00,45,42,3,0,12,6,10,14,4,0,0.0000,15,3,3,443,322,1
syncope-1.0.6,org.apache.syncope.core.persistence.beans.SyncopeLogger,24,0,0.00,0.00,0.00,45,45,1,0,6,2,7,0,9,0,0.0000,1,1,1,69,69,0
syncope-1.0.6,org.apache.syncope.client.to.SchedTaskTO,35,0,0.00,0.00,0.00,45,45,1,0,12,3,1,1,20,0,0.0000,18,1,1,74,74,0
syncope-1.0.6,org.apache.syncope.console.pages.Reports,268,40,0.00,20.00,92.00,45,1,2,0,4,5,31,18,1,92,0.0000,11,3,2,535,493,1
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.VirSchemaDAOImpl,37,0,0.00,0.00,0.00,45,45,1,0,8,2,12,18,10,0,0.0000,0,1,1,101,101,0
syncope-1.0.6,org.apache.syncope.client.to.SyncTaskTO,59,0,0.00,0.00,0.00,45,45,1,0,16,4,2,0,104,0,0.0000,10,1,1,104,104,0
syncope-1.0.6,org.apache.syncope.client.to.DerivedSchemaTO,16,0,0.00,0.00,0.00,45,45,1,0,4,2,1,0,2,0,0.0000,2,1,1,44,44,0
syncope-1.0.6,org.apache.syncope.core.connid.SLF4JLogger,66,0,0.00,0.00,0.00,45,45,1,0,14,1,4,13,0,0,0.0000,1,1,1,112,112,0
syncope-1.0.6,org.apache.syncope.console.pages.RoleModalPage,50,29,-0.33,4.67,35.00,45,0,3,1,5,3,16,8,0,92,0.5748,2,5,3,154,121,1
syncope-1.0.6,org.apache.syncope.core.util.VirAttrCacheKey,22,95,36.50,42.00,6.00,2,2,2,2,13,1,2,7,0,8,0.9111,1,2,1,95,64,1
syncope-1.0.6,org.apache.syncope.client.to.WorkflowFormTO,94,12,10.00,11.00,15.00,45,2,2,1,27,2,4,13,176,15,0.0000,7,3,2,165,151,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.InvalidEntityException,47,0,0.00,0.00,0.00,45,45,1,0,11,2,3,21,0,0,0.0000,1,1,1,92,92,1
syncope-1.0.6,org.apache.syncope.types.WorkflowFormPropertyType,1,0,0.00,0.00,0.00,45,45,1,0,0,1,0,0,0,0,0.0000,0,1,1,29,29,0
syncope-1.0.6,org.apache.syncope.types.IntMappingType,58,0,0.00,0.00,0.00,45,43,1,0,17,1,5,15,0,0,0.0000,5,2,2,178,158,0
syncope-1.0.6,org.apache.syncope.core.init.ContentLoader,134,0,0.00,0.00,0.00,45,18,3,0,22,1,8,27,0,0,0.0000,12,7,3,273,176,0
syncope-1.0.6,org.apache.syncope.core.notification.NotificationManager,129,0,0.00,0.00,0.00,45,7,10,0,26,1,30,65,13,0,0.0000,4,10,3,406,270,0
syncope-1.0.6,org.apache.syncope.core.util.EntitlementUtil,54,0,0.00,0.00,0.00,45,14,2,0,17,1,4,19,21,0,0.0000,3,3,2,108,91,0
syncope-1.0.6,org.apache.syncope.core.propagation.TimeoutException,7,0,0.00,0.00,0.00,5,5,1,0,2,4,0,0,1,0,0.0000,1,1,1,43,43,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.membership.MVirSchema,3,0,0.00,0.00,0.00,45,45,1,0,0,3,3,0,0,0,0.0000,67,1,1,31,31,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.UserSearchPanel,394,40,8.00,24.00,92.00,45,1,2,0,33,3,29,63,16,92,0.0000,11,4,2,739,600,0
syncope-1.0.6,org.apache.syncope.client.search.NodeCond,125,0,0.00,0.00,0.00,45,45,1,0,48,2,7,8,60,0,0.0000,3,1,1,210,210,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.CheckBoxMultipleChoiceFieldPanel,13,0,0.00,0.00,0.00,45,45,1,0,2,3,4,2,0,0,0.0000,4,1,1,46,46,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.UserSearchDAOImpl,358,0,0.00,0.00,0.00,45,25,2,0,88,2,21,75,118,0,0.0000,24,4,4,557,545,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.tree.TreeActionLinkPanel,66,34,0.00,17.00,92.00,45,1,1,0,3,2,13,4,0,92,0.0000,3,2,1,183,149,0
syncope-1.0.6,org.apache.syncope.console.pages.UserTemplateModalPage,16,0,0.00,0.00,0.00,45,45,1,0,4,4,9,6,1,0,0.0000,1,1,1,62,62,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.VirAttrDAO,7,0,0.00,0.00,0.00,45,45,1,0,5,1,2,0,10,0,0.0000,0,1,1,36,36,0
syncope-1.0.6,org.apache.syncope.console.commons.SearchCondWrapper,50,0,0.00,0.00,0.00,45,45,1,0,13,1,3,1,66,0,0.0000,1,1,1,113,113,0
syncope-1.0.6,org.apache.syncope.core.propagation.AsyncConnectorFacade,68,0,0.00,0.00,0.00,5,5,3,0,20,1,12,19,39,0,0.0000,2,3,1,280,223,0
syncope-1.0.6,org.apache.syncope.client.mod.ReferenceMod,12,0,0.00,0.00,0.00,45,45,1,0,3,2,1,0,1,0,0.0000,0,1,1,45,45,1
syncope-1.0.6,org.apache.syncope.core.init.LoggerLoader,33,0,0.00,0.00,0.00,45,16,2,0,9,1,10,23,0,0,0.0000,0,2,2,89,82,0
syncope-1.0.6,org.apache.syncope.client.validation.SyncopeClientErrorHandler,42,0,0.00,0.00,0.00,45,45,1,0,10,2,8,18,0,0,0.0000,1,1,1,93,93,0
syncope-1.0.6,org.apache.syncope.types.ConnConfProperty,30,0,0.00,0.00,0.00,45,45,1,0,8,2,3,2,15,0,0.0000,2,1,1,66,66,0
syncope-1.0.6,org.apache.syncope.types.AttributableType,1,0,0.00,0.00,0.00,45,45,1,0,0,1,0,0,0,0,0.0000,0,1,1,27,27,0
syncope-1.0.6,org.apache.syncope.core.workflow.activiti.Reactivate,4,0,0.00,0.00,0.00,45,45,1,0,1,2,2,0,0,0,0.0000,0,1,1,28,28,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.AttributesPanel,141,0,0.00,0.00,0.00,45,42,3,0,27,2,24,38,8,0,0.0000,6,3,2,324,221,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.TaskExecDAOImpl,49,0,0.00,0.00,0.00,45,30,2,0,14,2,13,25,36,0,0.0000,0,2,1,135,109,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.AbstractAttrUniqueValue,5,0,0.00,0.00,0.00,45,45,1,0,2,3,2,0,1,0,0.0000,0,1,1,28,28,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.JQueryTabbedPanel,9,0,0.00,0.00,0.00,45,45,1,0,2,2,2,0,1,0,0.0000,0,1,1,37,37,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.ResourceDAO,10,0,0.00,0.00,0.00,45,45,1,0,8,1,4,0,28,0,0.0000,0,1,1,44,44,0
syncope-1.0.6,org.apache.syncope.core.rest.data.PolicyDataBinder,89,0,0.00,0.00,0.00,45,43,2,0,31,1,13,10,1,0,0.0000,5,3,2,219,138,1
syncope-1.0.6,org.apache.syncope.core.persistence.dao.impl.ConfDAOImpl,33,0,0.00,0.00,0.00,45,45,1,0,9,2,7,10,10,0,0.0000,0,1,1,75,75,0
syncope-1.0.6,org.apache.syncope.client.to.ReportExecTO,13,0,0.00,0.00,0.00,45,45,1,0,3,3,2,2,1,0,0.0000,0,1,1,40,40,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.LoggerController,106,0,0.00,0.00,0.00,45,45,1,0,21,2,21,31,39,0,0.0000,3,1,1,214,214,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.AttrValueValidator,45,0,0.00,0.00,0.00,45,45,1,0,11,2,10,21,1,0,0.0000,2,1,1,90,90,1
syncope-1.0.6,org.apache.syncope.console.pages.panels.ResultSetPanel,262,29,0.50,7.50,49.00,45,1,6,1,20,2,34,37,3,92,0.9294,12,8,3,700,537,1
syncope-1.0.6,org.apache.syncope.core.persistence.dao.EntitlementDAO,8,0,0.00,0.00,0.00,45,45,1,0,6,1,3,0,15,0,0.0000,0,1,1,39,39,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.NotificationTasks,116,33,1.00,17.00,92.00,45,1,2,0,1,2,21,12,0,92,0.0000,12,4,3,290,224,1
syncope-1.0.6,org.apache.syncope.core.rest.controller.UserController,308,0,0.00,0.00,0.00,45,7,5,0,47,1,33,77,0,0,0.0000,11,7,2,868,643,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.InvalidSearchConditionException,8,0,0.00,0.00,0.00,45,45,1,0,2,3,0,0,1,0,0.0000,1,1,1,30,30,0
syncope-1.0.6,org.apache.syncope.client.to.SyncPolicyTO,17,0,0.00,0.00,0.00,45,45,1,0,5,3,2,0,4,0,0.0000,1,1,1,49,49,0
syncope-1.0.6,org.apache.syncope.client.to.ConnBundleTO,47,0,0.00,0.00,0.00,45,45,1,0,13,2,2,2,50,0,0.0000,1,1,1,91,91,0
syncope-1.0.6,org.apache.syncope.core.scheduling.SyncJobActions,8,0,0.00,0.00,0.00,45,30,2,0,6,1,5,0,15,0,0.0000,0,2,2,103,92,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.SchemaValidator,32,0,0.00,0.00,0.00,45,45,1,0,7,2,7,12,1,0,0.0000,7,1,1,75,75,1
syncope-1.0.6,org.apache.syncope.client.to.LoggerTO,17,0,0.00,0.00,0.00,45,45,1,0,4,2,2,0,2,0,0.0000,1,1,1,47,47,0
syncope-1.0.6,org.apache.syncope.core.rest.data.AbstractAttributableDataBinder,416,0,0.00,0.00,0.00,45,28,3,0,142,1,37,110,35,0,0.0000,22,3,3,811,755,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.VirtualAttributesPanel,89,56,-1.00,13.50,50.00,45,0,1,0,1,2,12,3,0,92,0.9963,7,3,1,241,185,0
syncope-1.0.6,org.apache.syncope.core.util.VirAttrCacheValue,25,69,69.00,69.00,8.00,2,2,1,1,6,1,0,0,1,8,0.0000,7,1,1,69,69,0
syncope-1.0.6,org.apache.syncope.core.init.ActivitiWorkflowLoader,25,0,0.00,0.00,0.00,45,18,2,0,4,1,6,13,0,0,0.0000,0,2,1,73,66,0
syncope-1.0.6,org.apache.syncope.core.persistence.dao.SchemaDAO,7,0,0.00,0.00,0.00,45,45,1,0,5,1,4,0,10,0,0.0000,0,1,1,38,38,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.role.SyncopeRole,211,0,0.00,0.00,0.00,45,43,2,0,73,3,35,47,660,0,0.0000,9,2,2,464,416,0
syncope-1.0.6,org.apache.syncope.client.report.StaticReportletConf,52,0,0.00,0.00,0.00,45,45,1,0,16,3,2,1,75,0,0.0000,8,1,1,102,102,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.membership.MDerAttr,23,0,0.00,0.00,0.00,45,43,2,0,6,3,6,2,2,0,0.0000,1,2,2,68,59,0
syncope-1.0.6,org.apache.syncope.console.wicket.ajax.markup.html.IndicatingDeleteOnConfirmAjaxLink,18,12,0.00,6.00,92.00,45,1,1,0,3,3,7,1,3,92,0.0000,0,2,1,62,50,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.AbstractAttr,49,0,0.00,0.00,0.00,45,7,2,0,18,2,10,18,78,0,0.0000,0,3,2,108,99,0
syncope-1.0.6,org.apache.syncope.console.pages.panels.ResourceConnConfPanel,145,49,-0.33,8.00,33.33,45,1,6,2,11,3,19,21,0,92,1.4131,12,7,3,388,309,0
syncope-1.0.6,org.apache.syncope.types.SyncopeLoggerType,8,0,0.00,0.00,0.00,45,45,1,0,2,1,0,0,0,0,0.0000,1,1,1,35,35,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.AbstractAttributable,92,0,0.00,0.00,0.00,45,7,3,0,42,2,10,25,300,0,0.0000,2,3,2,249,168,0
syncope-1.0.6,org.apache.syncope.core.security.SyncopeUserDetailsService,36,0,0.00,0.00,0.00,45,45,1,0,9,1,12,9,0,0,0.0000,0,1,1,89,89,0
syncope-1.0.6,org.apache.syncope.console.wicket.extensions.markup.html.repeater.data.table.DatePropertyColumn,17,0,0.00,0.00,0.00,45,45,1,0,3,2,6,6,1,0,0.0000,0,1,1,56,56,0
syncope-1.0.6,org.apache.syncope.client.to.NotificationTaskTO,65,0,0.00,0.00,0.00,45,26,2,0,18,3,2,4,104,0,0.0000,11,2,1,115,105,0
syncope-1.0.6,org.apache.syncope.core.scheduling.ReportXMLConst,11,0,0.00,0.00,0.00,45,45,1,0,0,1,0,0,0,0,0.0000,1,1,1,41,41,0
syncope-1.0.6,org.apache.syncope.console.wicket.markup.html.form.AjaxTextFieldPanel,38,0,0.00,0.00,0.00,45,25,1,0,5,4,6,5,3,0,0.0000,4,2,2,89,87,1
syncope-1.0.6,org.apache.syncope.client.to.PolicyTO,21,0,0.00,0.00,0.00,45,45,1,0,5,2,2,0,6,0,0.0000,1,1,1,53,53,0
syncope-1.0.6,org.apache.syncope.core.persistence.beans.Entitlement,17,0,0.00,0.00,0.00,45,45,1,0,4,2,6,0,2,0,0.0000,1,1,1,55,55,0
syncope-1.0.6,org.apache.syncope.core.rest.controller.AbstractController,41,0,0.00,0.00,0.00,45,45,1,0,15,1,15,7,0,0,0.0000,6,1,1,110,110,0
syncope-1.0.6,org.apache.syncope.client.to.ConnInstanceTO,89,0,0.00,0.00,0.00,45,25,1,0,26,2,6,17,140,0,0.0000,3,2,2,153,151,0
syncope-1.0.6,org.apache.syncope.core.rest.data.ResourceDataBinder,183,0,0.00,0.00,0.00,45,32,2,0,46,1,20,78,47,0,0.0000,6,2,2,385,315,0
syncope-1.0.6,org.apache.syncope.console.pages.UserModalPage,89,36,-0.40,3.40,24.20,45,0,5,2,16,3,25,9,8,92,1.5713,3,8,3,272,216,0
syncope-1.0.6,org.apache.syncope.core.util.SchemaMappingUtil,323,12,12.00,12.00,8.00,45,2,6,1,65,1,21,34,45,8,0.0000,13,7,3,784,545,0
syncope-1.0.6,org.apache.syncope.core.security.AsymmetricCipher,31,0,0.00,0.00,0.00,45,45,1,0,5,1,1,10,8,0,0.0000,3,1,1,75,75,0
syncope-1.0.6,org.apache.syncope.core.persistence.validation.entity.PolicyValidator,40,0,0.00,0.00,0.00,45,42,1,0,21,2,15,15,1,0,0.0000,2,2,2,123,115,1
